Symbol	Ballooning_1_vs_control	Ballooning_1_vs_control_pvalue	Ballooning_2_vs_control	Ballooning_2_vs_control_pvalue
LINC01173	0.17399486	0.93869	-0.2215249	0.65
HLA-A	0.0685262	0.93869	0.3101094	0.0412
CHMP5	0.03842142	0.93869	0.1486881	0.0319
CCDC6	0.02197693	0.93869	0.1449346	0.00943
LRTOMT	0.0267805	0.93869	-0.0790132	0.11
C2CD3	-0.0252337	0.93869	0.0669159	0.315
JKAMP	0.02950875	0.93869	0.1277036	0.0328
HMGN5	-0.08759195	0.93869	-0.0153264	0.944
OGFR-AS1	0.07516235	0.93871	-0.2912073	0.0601
LOC102724701	-0.09053749	0.93878	-0.0258717	0.926
PRCC	-0.03048888	0.9389	0.0019903	0.982
SH3PXD2B	0.05348881	0.9389	0.0658096	0.721
TPX2	-0.11592384	0.9389	0.2563335	0.32
EPHA2	-0.06374336	0.9391	0.0457474	0.843
LOC105371642	0.1276098	0.9391	0.0992408	0.792
CEP135	-0.04715187	0.9391	0.1426383	0.238
VPS13A-AS1	0.06904007	0.9391	-0.1325563	0.393
CHST15	0.0586538	0.9391	0.1873135	0.183
CWC15	0.04848207	0.9391	0.0358685	0.648
DDX5	0.02856873	0.9391	0.1586204	0.00866
BICRA	-0.0739971	0.9391	-0.0319665	0.888
LOC105372480	0.0560718	0.9391	0.1393495	0.252
ZSWIM1	-0.04033409	0.9391	-0.1759671	0.0276
FUBP1	0.02618864	0.93917	0.060562	0.284
IFITM10	0.06981846	0.93917	-0.2032653	0.149
IFNG-AS1	0.15995321	0.93917	0.0553597	0.894
GATA6-AS1	-0.0727322	0.93917	-0.3792561	0.0158
LOC101928816	0.06735923	0.93919	-0.1103263	0.562
LOC105378649	-0.06955879	0.93922	-0.095609	0.598
CCDC181	-0.06680938	0.93922	-0.264631	0.0424
IGKV2-28	0.19715161	0.93922	0.3496073	0.434
MTMR14	0.02734342	0.93922	-0.011241	0.878
DAP	0.05568568	0.93922	0.2335835	0.106
H2BC9	0.13793646	0.93922	0.3758239	0.207
MIR3654	0.05524431	0.93922	-0.054088	0.698
FGF7P6	0.10100404	0.93922	0.1144701	0.607
LOC102723665	-0.0635113	0.93922	-0.0209497	0.904
HYOU1	-0.08136953	0.93922	0.1196357	0.493
C1R	-0.04567734	0.93922	-0.2471454	0.0146
ANKS1B	0.11214786	0.93922	0.1498672	0.561
HAUS1	0.06442697	0.93922	0.1856032	0.0951
RTTN	-0.05251507	0.93922	-0.1781665	0.167
FGD1	0.05156674	0.93922	0.1099343	0.411
C2CD4D-AS1	-0.07778227	0.93923	-0.0590868	0.776
TTC26	-0.06838156	0.93923	0.0844635	0.642
MIGA2	0.04682993	0.93923	-0.218593	0.0181
FRY-AS1	0.08437904	0.93923	0.069285	0.765
HAPSTR1	-0.01806066	0.93923	-0.0383001	0.249
TXNL4A	0.04391643	0.93923	0.0575834	0.587
LSM14A	0.01750614	0.93923	0.0399554	0.257
LOC105369161	-0.04776502	0.93923	-0.0672371	0.505
CCNE2	-0.05960174	0.93923	0.0975458	0.356
LOC105371064	-0.06818713	0.93923	-0.2256866	0.154
CXCL2	-0.10302619	0.93963	-0.143473	0.537
LOC105377890	-0.11935194	0.93963	-0.5087737	0.0469
MOB3B	-0.0830584	0.93963	0.2597181	0.241
LOC105369961	-0.07691193	0.93963	0.0146501	0.953
ZNF562	-0.02302146	0.93963	0.0656524	0.187
THEMIS2	0.06772212	0.9397	0.08843	0.601
SNRNP200	-0.0322699	0.9397	-0.071458	0.264
CLASP1	-0.03277908	0.9397	-0.1186652	0.0204
FAR2P2	-0.10548593	0.9397	0.0204364	0.95
PDIA5	-0.04510311	0.9397	-0.2677957	0.00381
LOC105377290	0.05070232	0.9397	-0.1571437	0.164
NUDCD1	0.03308876	0.9397	0.0620201	0.373
GBA2	-0.02635706	0.9397	-0.0792586	0.144
DHCR7	0.1293335	0.9397	0.2150956	0.504
GJB2	0.05623866	0.9397	0.0364719	0.801
BMF	0.07553997	0.9397	0.0958567	0.595
ZNF747-DT	-0.05894205	0.9397	-0.0504188	0.738
ADNP-AS1	0.04912858	0.9397	-0.1150004	0.335
DNMT3L	0.12110776	0.9397	0.0831322	0.806
SGSM3	0.03407864	0.9397	-0.0529887	0.422
HLTF	0.03911898	0.93972	0.1028189	0.152
SFRP5	0.17649535	0.93972	-0.0424478	0.937
LOC112268418	-0.08051236	0.93984	-0.2161829	0.175
CLTA	0.03965117	0.93984	0.1709008	0.016
ARHGEF17	0.0668019	0.93984	-0.0002724	0.999
PRNP	0.04784293	0.93984	0.0763333	0.48
YTHDF2	0.02105008	0.94	0.1699466	0.000408
ZNF142	0.04170137	0.94	0.0022815	0.983
LOC105377405	-0.10901774	0.94	-0.3352783	0.195
LINC01176	-0.05550095	0.94	-0.0524244	0.704
SEMA3E	0.2058778	0.94	0.3929065	0.456
STMP1	0.05164617	0.94	0.0971413	0.281
SH2D3C	0.05422965	0.94	0.1861964	0.0833
LOC101928047	-0.10063517	0.94005	-0.1634626	0.404
SIRT7	0.04048728	0.94008	-0.1598665	0.0189
CC2D1B	-0.02795565	0.94013	-0.0794349	0.0786
MIR186	-0.07627442	0.94013	-0.0617432	0.703
LINC00538	-0.07801607	0.94013	-0.4617033	0.00966
STAT1	0.06431709	0.94013	0.4573649	0.0119
NABP1-OT1	0.11450543	0.94013	0.0937667	0.714
USP37	-0.03161833	0.94013	-0.06451	0.314
UGT1A9	-0.05980052	0.94013	0.0551191	0.741
LOC107986010	-0.06399906	0.94013	0.0072187	0.974
XPC-AS1	-0.05764379	0.94013	-0.2611662	0.017
DNAH12	-0.07388377	0.94013	-0.2876815	0.125
SLC35A5	0.02453205	0.94013	0.0673592	0.214
COPB2-DT	0.04670577	0.94013	-0.0873298	0.527
MME	0.07472213	0.94013	-0.195469	0.363
MAGEF1	0.03222383	0.94013	0.0665344	0.328
LINC02899	-0.33134251	0.94013	-0.1098652	0.896
LOC105377945	-0.0513218	0.94013	0.0637133	0.612
LINC00574	-0.06238165	0.94013	-0.2044412	0.122
CAPZA2	0.03937682	0.94013	0.19999	0.0108
NRG1	0.19662442	0.94013	0.2815184	0.478
LOC158434	-0.18998669	0.94013	-0.1406861	0.812
QSOX2	-0.03743146	0.94013	-0.1306084	0.155
MARCHF8	-0.0233447	0.94013	-0.006401	0.938
LOC105378356	-0.13815375	0.94013	-0.5057251	0.0969
FAM53B	0.03325271	0.94013	-0.0063046	0.934
ECHS1	0.04382708	0.94013	-0.0280705	0.851
CLEC7A	0.07838595	0.94013	0.404265	0.0116
MAP3K12	-0.05654418	0.94013	0.0779166	0.569
LOC105369816	0.08709687	0.94013	0.0915838	0.662
SPRING1	0.05444636	0.94013	0.3623524	0.00378
GTF2H3	-0.02641041	0.94013	0.0486903	0.349
SNORA27	0.08844588	0.94013	0.0892333	0.659
TNFSF13B	0.04691669	0.94013	0.2014483	0.0967
ARHGAP11A-SCG5	0.07793551	0.94013	-0.2529559	0.101
FBXL22	0.05521528	0.94013	-0.1105204	0.409
XAF1	-0.06791972	0.94013	0.2511481	0.256
RAD51L3-RFFL	-0.03289828	0.94013	0.0378368	0.622
MIEN1	0.05633437	0.94013	0.0800222	0.503
NBR2	-0.05141399	0.94013	-0.1600591	0.118
TK1	0.08706605	0.94013	0.1967798	0.353
ASPSCR1	-0.04723548	0.94013	0.0209443	0.902
LOC105372112	-0.12759507	0.94013	-0.0448161	0.914
ZBTB7A	-0.04505266	0.94013	0.0281438	0.829
SRRM5	0.04697339	0.94013	0.0041483	0.973
ZC3H4	-0.03853008	0.94013	-0.0519648	0.585
SCAF1	0.0591778	0.94013	0.1322334	0.32
SIGLEC14	0.16739843	0.94013	0.3867242	0.368
SIRPA	0.06567346	0.94013	0.3552121	0.0101
IDH3B	-0.02975466	0.94013	-0.0245981	0.765
MAFB	-0.03524768	0.94013	0.0468282	0.667
ELMO2	0.03819497	0.94013	0.1712704	0.0237
TUBA8	-0.09724965	0.94013	-0.0175145	0.945
PXDC1	-0.0594771	0.94029	0.0109066	0.951
KLHL32	-0.04411192	0.94029	-0.0438319	0.698
CAND1	-0.02151464	0.94029	0.0425845	0.291
ARNT2	-0.10024974	0.94029	0.0186749	0.952
ZNF771	-0.08137786	0.94029	-0.1357277	0.413
MSL1	-0.0230668	0.94029	0.0024614	0.976
ZNF211	-0.0458508	0.94029	-0.067527	0.601
ZC3H6	-0.04251161	0.94042	-0.2887026	0.0012
GLB1	0.03291706	0.94042	0.0397242	0.554
KNG1	0.0369929	0.94042	-0.0777081	0.392
CLOCK	-0.03381234	0.94042	0.1573249	0.0151
CMBL	0.05014589	0.94042	0.0022223	0.991
HEY2-AS1	-0.09928875	0.94042	-0.4686902	0.0343
HYCC1	-0.03277605	0.94042	-0.0356795	0.635
BAG3	-0.08643169	0.94042	0.3369646	0.0757
STK32C	-0.05192725	0.94042	0.087168	0.477
BIN2	0.06560814	0.94042	0.1174211	0.415
SMG9	0.03315823	0.94042	0.0255387	0.754
LGALS2	0.12016897	0.94042	0.1279855	0.613
VAV2	0.04404302	0.94045	0.1111085	0.19
RPS19BP1	0.05870604	0.94045	-0.0048699	0.976
PRPF38B	-0.02323653	0.94048	-0.0172273	0.8
FER1L5	-0.071092	0.94048	-0.2157379	0.157
CHST10	0.12959381	0.94048	0.151023	0.635
RALB	0.03735448	0.94048	0.0854059	0.365
DDX41	0.02774081	0.94048	0.0033889	0.962
LSMEM1	-0.06476591	0.94048	-0.1448744	0.312
LOC105376308	-0.06144174	0.94048	-0.375375	0.00949
SLC24A4	0.07672137	0.94048	0.0840141	0.684
LDAF1	0.10192065	0.94048	0.0653038	0.877
EDA	0.04866814	0.94048	-0.0136921	0.929
FHIP2A	-0.02967552	0.94053	0.0507319	0.345
PSMD1	0.03266522	0.94072	0.1365167	0.0485
CRKL	-0.03063643	0.94072	-0.0593211	0.389
MGST3	0.06650786	0.94097	-0.0033828	0.983
SPRTN	-0.02813371	0.94097	0.0988375	0.0516
PAIP2B	-0.05803103	0.94097	-0.3264929	0.0133
LBX2-AS1	0.04449153	0.94097	-0.1835417	0.0789
PSD4	-0.04390228	0.94097	-0.1931906	0.0425
PRKRA	0.04125656	0.94097	-0.0106285	0.917
TRAK2	-0.02677929	0.94097	0.0839091	0.226
INPP5D	0.04874989	0.94097	0.1897581	0.139
CAMK1	0.03215674	0.94097	-0.005811	0.961
TMPPE	-0.03199424	0.94097	0.0250229	0.759
GOLGA4-AS1	0.03283779	0.94097	-0.0918355	0.257
LINC02362	-0.05320173	0.94097	-0.1650069	0.415
LOC107986334	0.14107429	0.94097	0.5168686	0.0467
LOC100506639	-0.03672194	0.94097	-0.1479199	0.0919
TUBB2B	0.08513097	0.94097	-0.0027195	0.991
FKBP5	-0.13079472	0.94097	-0.0614135	0.875
STK38	0.03250431	0.94097	0.0428697	0.603
MTRNR2L9	0.13517693	0.94097	-0.2794669	0.232
PMS2	0.03382106	0.94097	-0.0918159	0.178
SPDYE2B	0.07716074	0.94097	-0.0312744	0.891
LOC100129148	-0.03456675	0.94097	-0.1732059	0.0584
ZNF777	-0.03453357	0.94097	-0.0717136	0.33
ZWINT	0.12802216	0.94097	0.6216804	0.00925
JMJD1C-AS1	-0.05791184	0.94097	-0.1537307	0.237
LOC102723439	-0.04590927	0.94097	-0.1575559	0.165
FRA10AC1	-0.03682968	0.94097	-0.0494127	0.454
CCNJ	0.03669706	0.94097	0.05912	0.516
OGA	-0.02645842	0.94097	-0.1431137	0.0068
SMC3	-0.02761016	0.94097	-0.0422035	0.447
ANO5	-0.05399456	0.94097	-0.0542993	0.828
XRRA1	-0.05259857	0.94097	-0.1767373	0.148
FXYD6	0.05902712	0.94097	-0.0073304	0.963
SLC37A2	0.07510108	0.94097	0.1869216	0.215
FAM234B	-0.04461557	0.94097	0.0801535	0.415
LRIG3	-0.04079862	0.94097	-0.1070105	0.147
EEA1	-0.03636263	0.94097	0.0616381	0.322
TMCC3	-0.06341285	0.94097	-0.079193	0.649
PSMD9	0.04566797	0.94097	0.0864657	0.334
NUP58	0.02504133	0.94097	0.1286132	0.0289
LINC00543	0.07502467	0.94097	0.03054	0.87
NDE1	0.06003862	0.94097	0.1226884	0.442
SMG1P1	-0.04177438	0.94097	-0.0729402	0.518
GRAPL	-0.06408118	0.94097	-0.3403968	0.0149
LOC107985064	0.09416659	0.94097	-0.103141	0.604
NSF	0.03813658	0.94097	0.0995368	0.261
LOC107984999	-0.07092423	0.94097	-0.1495339	0.362
MFSD11	0.02379699	0.94097	0.0685671	0.161
LOC102724615	0.09721968	0.94097	-0.0259416	0.931
ZNF559-ZNF177	0.0625721	0.94097	-0.0412536	0.802
CCDC97	0.0399671	0.94097	0.0634195	0.556
ZNF583	0.03525781	0.94097	0.0068583	0.946
ZNF831	-0.09602834	0.94097	-0.0540882	0.829
ATRX	-0.0278112	0.94097	-0.0085997	0.886
RIPPLY1	-0.08736356	0.94097	0.0199601	0.94
CUL4B	-0.02480653	0.94097	0.0655833	0.278
MMGT1	0.02815782	0.94097	0.2042275	0.00432
SPATA6	-0.05931315	0.9411	-0.0341412	0.863
PRIMPOL	0.030235	0.9411	0.0705196	0.371
RASSF9	0.07186267	0.9411	0.2167094	0.0973
PGAM5	0.05183704	0.9411	0.218475	0.0433
PPP2R3C	0.04036944	0.9411	0.0811327	0.331
CYYR1-AS1	0.08609681	0.9411	0.1690124	0.46
PCBD1	0.06364626	0.94116	-0.1136469	0.447
RBM4	-0.01702848	0.94116	-0.0391422	0.22
PRDM11	-0.04602773	0.94118	-0.0780512	0.487
ITGB7	-0.07585974	0.94118	-0.180804	0.296
TMEM44-AS1	-0.06165456	0.94152	-0.3254875	0.0147
DPF2	0.02459402	0.94153	0.0216245	0.773
TIPRL	0.03602737	0.94155	0.2005529	0.00181
CRBN	0.0241471	0.94155	0.0152285	0.749
CFAP73	-0.04667641	0.94155	-0.1706739	0.11
SCARNA17	-0.08238594	0.94155	-0.297265	0.0408
IGKV4-1	-0.17138953	0.94174	0.2563057	0.546
SLC49A4	-0.02856758	0.94174	-0.087002	0.267
C5orf63	0.05999771	0.94174	0.0161207	0.926
JADE2	0.03313486	0.94174	-0.0103807	0.921
TAS2R20	-0.06678761	0.94174	-0.0247907	0.894
LOC107984830	-0.16516086	0.94174	-0.1839686	0.681
PLEKHG2	0.05512151	0.94174	0.2604438	0.0523
LILRB1	0.07330601	0.94174	0.1610615	0.346
UBA1	0.03474075	0.9418	0.0394615	0.561
LOC107986982	-0.05908402	0.94187	-0.1207426	0.33
LOC105371592	-0.08601578	0.94192	-0.1722624	0.453
RPS27A	0.06601209	0.94194	0.0992455	0.479
LOC112268012	-0.09911356	0.94194	-0.5372214	0.00774
TMEM134	-0.05482853	0.94194	-0.0466354	0.664
AZIN2	-0.05720904	0.94222	-0.157362	0.176
SNORA31	0.07461094	0.94222	-0.1261453	0.417
RPS2	0.07058236	0.94222	0.1018793	0.518
TMEM219	0.05633181	0.94222	0.0373888	0.768
PRKCZ	0.04843976	0.94224	-0.1879521	0.0461
ITPRIPL1	0.08681361	0.94224	0.1484078	0.49
SMC4	0.03501912	0.94224	0.2213559	0.00301
SCRIB	-0.05244649	0.94224	-0.0571291	0.617
CLEC12A	0.07724495	0.94224	0.1692956	0.278
BTG1	0.04093314	0.94224	0.121029	0.172
NPRL3	-0.04390631	0.94224	-0.0895849	0.334
DPH1	0.02325362	0.94224	-0.0557087	0.295
THOC1	-0.02419163	0.94224	-0.024483	0.686
ZNF549	-0.06318449	0.94224	-0.101294	0.514
TMEM237	0.07125404	0.94225	0.1655616	0.228
OSBPL11	0.04395765	0.94225	0.2378944	0.0108
CLSTN2	0.13553652	0.94225	0.8063578	0.0172
TRIM38	0.02971327	0.94225	0.1383951	0.0617
RNF39	-0.04707957	0.94225	-0.0349901	0.76
MICB	0.06829005	0.94225	0.3510909	0.0235
MED20	0.02675659	0.94225	0.0216501	0.735
LOC107986600	0.07467276	0.94225	0.2330157	0.161
KIAA1586	-0.03997148	0.94225	0.0352649	0.749
TBP	-0.02155005	0.94225	-0.0121747	0.849
MIR10399	0.06298654	0.94225	0.1660598	0.224
REEP4	0.06738015	0.94225	0.1676409	0.258
LOC105376033	-0.04711577	0.94225	-0.0149753	0.911
ZNF462	0.05724912	0.94225	0.0091867	0.957
LOC105376244	-0.09471483	0.94225	0.0374585	0.894
FAM53B-AS1	0.08003777	0.94225	-0.0640729	0.758
LOC105376591	-0.07311438	0.94225	-0.219391	0.195
LOC105370247	0.11252602	0.94225	0.6078505	0.0314
LOC101929718	0.03494961	0.94225	-0.0578603	0.444
SALL2	0.1138835	0.94225	0.2105728	0.416
PSMC6	-0.02535674	0.94225	0.0401655	0.462
LOC91450	-0.10440225	0.94225	-0.4291388	0.0425
GDPGP1	0.0489637	0.94225	0.0458309	0.68
TLE5	0.05546695	0.94225	-0.0657175	0.528
GATAD2A	0.03069173	0.94225	0.2088509	0.00294
CAPN12	0.10054285	0.94225	0.0207077	0.946
NECTIN2	-0.04311482	0.94225	-0.031172	0.812
ZNF473	-0.02954631	0.94225	-0.0247406	0.706
RALY	0.03297679	0.94225	0.0456658	0.445
MRTFA-AS1	0.04653341	0.94225	0.0422058	0.765
CHST7	-0.06727455	0.94225	-0.0797564	0.651
KLHL4	-0.06946647	0.94225	0.0310805	0.896
SHROOM3-AS1	0.05440101	0.94241	-0.0329638	0.826
GAS8	-0.03335692	0.94241	-0.2060187	0.00872
LRRIQ3	0.11278383	0.94246	0.1516003	0.584
MIR198	-0.09693899	0.94246	0.429125	0.108
RELN	-0.03708382	0.94246	-0.2303317	0.0231
LOC107984393	0.2423605	0.94246	0.0186037	0.978
DYNC1H1	0.03369947	0.94246	0.0501163	0.432
METTL18	-0.04236515	0.94246	-0.0399215	0.745
CTAGE6	0.07101289	0.94246	-0.0626763	0.788
WTIP	0.0938431	0.94247	-0.1187428	0.608
IDO1	0.14485957	0.94255	-0.0719229	0.824
CCL15	0.07655938	0.94255	0.0556473	0.772
SKAP1	-0.06620381	0.94271	-0.0033408	0.986
NDUFAF7	-0.01916617	0.94283	-0.0626806	0.09
STK17B	0.08318477	0.94283	0.3987725	0.0321
GOLGB1	-0.02998077	0.94283	-0.0618466	0.274
F11	-0.04658394	0.94283	-0.2511847	0.0413
FAM53C	0.04052122	0.94283	0.0459391	0.608
ZSCAN16-AS1	0.04834554	0.94283	-0.0396057	0.72
TSPAN33	0.06225674	0.94283	-0.039266	0.828
SMO	-0.05081731	0.94283	-0.2181589	0.104
TRIB1	-0.0398063	0.94283	-0.0273311	0.818
LOC105376039	0.10319297	0.94283	-0.2755884	0.201
LOC107987135	0.03722466	0.94283	0.0597004	0.496
CD82	-0.05234471	0.94283	-0.3329151	0.0036
SLC3A2	-0.05054525	0.94283	-0.0022468	0.991
SDR39U1	0.02962963	0.94283	-0.1104922	0.0526
GOLGA8B	-0.03751706	0.94283	-0.2242236	0.0187
NPIPB5	-0.06808067	0.94283	-0.0444196	0.815
LOC112268195	-0.05457979	0.94283	-0.2232656	0.0865
UBTF	0.02393172	0.94283	-0.0286098	0.644
ZDHHC9	0.02738123	0.94283	0.0823395	0.23
ND4L	0.09418503	0.94283	0.0428541	0.874
CDC14A	-0.05559936	0.94289	0.0427806	0.781
LAMTOR2	0.06503932	0.94289	-0.0134276	0.93
SELP	0.07574497	0.94289	0.2115681	0.217
ETAA1	-0.04021929	0.94289	-0.0359003	0.741
LOC107985784	0.07944516	0.94289	0.1028207	0.6
ATG4B	-0.0267216	0.94289	-0.1174967	0.0351
RPS18P9	-0.04567364	0.94289	-0.102664	0.271
CEP43	-0.0302312	0.94289	-0.1038018	0.151
TYW1	-0.02750456	0.94289	-0.0320726	0.629
TMPO-AS1	-0.06206709	0.94289	-0.0389035	0.823
LOC105371042	0.20653986	0.94289	-0.5111775	0.351
USP10	-0.01849279	0.94289	0.0769786	0.0399
PRODH2	-0.04969986	0.94289	-0.3254849	0.00564
HM13-AS1	0.07242653	0.94289	-0.1253131	0.443
PLXNB2	-0.04424509	0.94289	-0.1544102	0.0786
RASAL2	0.03630366	0.94302	0.18279	0.0513
B4GALT7	0.04257348	0.94302	0.0213965	0.814
RABGGTA	0.03321803	0.94302	-0.1180026	0.12
AHSA1	0.04434647	0.94302	0.1211774	0.136
PKIG	0.0543687	0.94302	0.0300457	0.788
ADARB1	-0.04446249	0.94302	0.1044079	0.336
LOC107985043	-0.0736231	0.9431	-0.1614363	0.491
HAX1	0.05098465	0.9431	0.0115945	0.93
TTC13	-0.02971539	0.9431	0.0490501	0.5
KANSL3	0.0281224	0.9431	-0.04656	0.378
GBA3	0.04983072	0.9431	0.014079	0.947
ERAP2	-0.16010891	0.9431	0.2503565	0.53
LYRM4	0.04734173	0.9431	0.1564759	0.0833
H1-1	-0.08453648	0.9431	0.2059692	0.328
PARP12	0.05479865	0.9431	0.2977505	0.0615
NMRK1	0.04532186	0.9431	-0.0768957	0.519
LOC107987128	-0.04772432	0.9431	-0.0976451	0.365
ZNF22-AS1	-0.03591592	0.9431	-0.0582568	0.497
GATD1	0.05578533	0.9431	0.0115284	0.947
LINC02702	0.18078444	0.9431	-0.256994	0.584
BOLA2-SMG1P6	0.03512232	0.9431	0.0699776	0.41
SOGA1	0.05287628	0.9431	0.2733518	0.0774
LOC105373284	-0.09977048	0.9431	0.085528	0.798
MRPL45P2	-0.04016789	0.94314	-0.0945586	0.339
TNFAIP8L2-SCNM1	0.06132462	0.94328	0.0404547	0.745
FLJ46875	-0.04099582	0.94328	0.0381271	0.739
APEH	-0.03043868	0.94328	-0.0729581	0.308
RMND5B	0.02972666	0.94328	-0.000322	0.997
CPN1	-0.04665182	0.94328	-0.226416	0.0238
EIF2B1	0.02155661	0.94328	0.0354039	0.439
ZNF710-AS1	0.05600452	0.94328	-0.0446418	0.786
RPL19	0.0539694	0.94328	0.0145124	0.92
ZFY	-0.42544986	0.94328		
PDP2	-0.08094951	0.94348	0.2858537	0.244
SDF2	0.03945173	0.94348	0.0431944	0.606
ARL2	0.09212132	0.94352	0.0579561	0.771
FBXO15	-0.06374294	0.9436	-0.2315047	0.132
CENPU	0.09804754	0.94397	0.419817	0.0268
ANKRD36	-0.04396357	0.94401	0.0597084	0.667
RPAP3-DT	-0.05183706	0.94401	-0.2734381	0.00872
DENND2C	0.05658518	0.94408	-0.0351545	0.783
DOLK	0.04050842	0.94408	0.1771748	0.0363
MPPE1	0.03314405	0.94409	0.0331605	0.636
KDELR2	-0.03453406	0.94446	0.10595	0.181
GPR157	0.04993824	0.94448	-0.1039302	0.285
PDZK1P1	0.03211981	0.94448	0.0093778	0.929
LOC105376964	0.07363899	0.94448	0.0335441	0.902
ANXA10	0.06697952	0.94448	-0.0445683	0.824
RIOK2	-0.02544132	0.94448	0.0655924	0.248
HCP5	0.07208446	0.94448	0.3247266	0.0295
DERL1	0.02754133	0.94448	0.118428	0.102
PCAT1	0.07309327	0.94448	-0.0862853	0.651
LRRC19	0.12036261	0.94448	0.188077	0.552
HSD17B3	-0.06445147	0.94448	-0.1531799	0.315
DPP7	-0.04908235	0.94448	-0.0388443	0.747
CDK1	0.13886019	0.94448	0.7788093	0.0077
SCN4B	0.23596735	0.94448	-0.3025082	0.627
CSAD	0.05729387	0.94448	0.0381922	0.829
HVCN1	0.06211751	0.94448	0.0991936	0.526
IGHJ4	0.2012889	0.94448	0.0336575	0.952
VAMP2	0.06193207	0.94448	0.2098752	0.151
BAHCC1	-0.06625838	0.94448	-0.1470837	0.282
GNAL	0.0398924	0.94448	0.0838865	0.343
EPN1	-0.04300706	0.94448	-0.1107114	0.275
ZNF787	-0.0404242	0.94448	-0.0975005	0.294
ZSCAN18	0.06099044	0.94448	-0.1866429	0.14
SAMHD1	0.05601067	0.94448	0.2349644	0.0815
EHHADH-AS1	0.04358999	0.94452	0.0137178	0.93
PAICS	0.0296598	0.94469	0.0324082	0.665
ANXA5	0.08371319	0.94469	0.465322	0.0245
RABL6	0.04696499	0.94469	-0.0647839	0.261
RASSF4	0.06194275	0.94469	0.1707939	0.239
PATJ	-0.03782641	0.94489	-0.1507393	0.0634
DLEU2L	0.07904159	0.94489	0.059868	0.819
TSEN15	0.04002717	0.94489	0.1667286	0.0277
LOC107985263	0.05305633	0.94489	0.2916853	0.00447
EHD3	-0.07186365	0.94489	-0.1695778	0.313
AAK1	0.02880949	0.94489	0.185074	0.00345
CAPN10	0.04660277	0.94489	0.0042609	0.973
ZNF518B	-0.04377582	0.94489	0.044989	0.686
UTP15	0.0262043	0.94489	0.1636177	0.00771
DOCK2	0.05347849	0.94489	0.2001453	0.143
KLHDC3	0.04431478	0.94489	-0.148961	0.0937
ICA1	-0.13306807	0.94489	-0.18154	0.609
LOC107986813	0.08291891	0.94489	0.0525442	0.907
KBTBD11-AS1	-0.0969389	0.94489	-0.373948	0.082
LOC102723639	-0.10838167	0.94489	-0.3177964	0.152
EFNB2	0.05281688	0.94489	-0.059894	0.625
SERPINA4	0.04418343	0.94489	-0.1563151	0.223
GOLGA8IP	-0.06537281	0.94489	-0.2552254	0.122
NEDD4	-0.06120847	0.94489	-0.0490054	0.739
MYZAP	-0.08494531	0.94489	-0.2176244	0.187
GGA2	0.02002225	0.94489	0.0673192	0.117
TXNL4B	0.02439263	0.94489	0.012494	0.849
EPN2	-0.0325538	0.94489	-0.1471293	0.0231
CDH19	0.07618672	0.94489	-0.0795306	0.72
ZNF780B	0.03061352	0.94489	-0.0530018	0.416
DHX35	-0.03447292	0.94489	-0.0580644	0.474
JAM2	-0.04305839	0.94489	-0.0459086	0.68
TMPRSS3	0.21172872	0.94489	0.1140139	0.852
DFFA	-0.02490081	0.94498	-0.0605055	0.374
FASTKD1	-0.04338099	0.94498	0.1602236	0.135
LOC105374140	0.1571123	0.94498	0.1702034	0.669
SELENOT	0.03810937	0.94498	0.1578956	0.0183
LOC101927269	-0.08048397	0.94498	-0.1643804	0.425
PIPSL	-0.04900678	0.94498	-0.0424887	0.735
IFTAP	-0.05555675	0.94498	0.0584001	0.573
LOC112268131	-0.06052407	0.94498	-0.1887912	0.194
SULT1A2	-0.08489846	0.94498	-0.3843265	0.017
LAT	0.07169349	0.94498	0.0437891	0.806
LPCAT2	0.0664521	0.94498	0.3267029	0.0471
CES1P1	0.09196158	0.94498	-0.0912983	0.743
LIPG	-0.06825753	0.94498	-0.2261494	0.19
LDLR-AS1	-0.14582885	0.94498	0.2535857	0.486
NIPSNAP3A	0.06347688	0.94501	0.2496981	0.00765
LOC101929160	0.05167792	0.94503	-0.0600586	0.651
IAPP	-0.11927982	0.94503	0.0922596	0.818
COL27A1	0.06751559	0.94506	-0.0952274	0.577
SH3GLB2	0.03951542	0.94506	-0.0884774	0.276
CRACR2A	0.06798115	0.94506	0.1327472	0.433
CXorf38	0.03455746	0.94515	0.1706817	0.0182
AGO2	-0.02670856	0.94516	0.0953724	0.106
PFKM	0.02955955	0.94516	0.0397239	0.657
ARGLU1	-0.0203634	0.94516	0.0168308	0.81
CTNS	0.03812021	0.94516	0.2105389	0.0273
HARS2	0.0250632	0.94516	-0.0832271	0.0784
ZSCAN32	-0.02334932	0.94524	-0.0167231	0.806
CYREN	0.02012029	0.94555	0.0123607	0.846
TRPM4	0.04967665	0.9456	0.1384099	0.199
ATP13A4	0.11927877	0.94566	0.0287839	0.947
IGHV1-69	-0.20092703	0.94566	0.2534501	0.654
ACACA	-0.07809069	0.94566	0.1349815	0.556
EGLN1	0.02974155	0.94569	0.0761879	0.2
COG2	-0.0246464	0.9458	0.0441459	0.45
USP19	-0.03637057	0.9458	-0.131268	0.0199
LOC100996437	-0.06322608	0.9458	-0.4586295	0.00178
LOC102723566	0.04817613	0.9458	-0.1012643	0.351
FZD4-DT	0.05721598	0.9458	-0.2500257	0.102
