Symbol	Inflammation_1_v_Control	Inflammation_1_v_Control_pvalue	Inflammation_2_v_Control	Inflammation_2_v_Control_pvalue
LINC02506	-1.50740377	0.624		
RAB3IP	0.09931496	0.624	0.23234896	0.328
CAHM	-0.19415126	0.624	-0.27661688	0.47
LOC105372092	-0.23114686	0.624	0.06688504	0.9
KHDRBS1	0.07684261	0.624	0.16291006	0.491
COG8	0.0487677	0.624	-0.058997	0.722
MRPL20-AS1	-0.07031874	0.624	-0.18671137	0.358
MPND	-0.08093259	0.624	-0.25269491	0.386
ADGRG2	-0.13354431	0.624	-0.22052296	0.169
MID1IP1-AS1	0.155872	0.624	0.02486323	0.955
SPCS1	0.10411302	0.625	0.19256015	0.311
RFT1	-0.04331468	0.625	-0.00462626	0.969
RAG1	-0.10862431	0.625	-0.16895817	0.46
SCMH1	-0.05304224	0.625	-0.09040845	0.51
YPEL5	0.062567	0.625	0.08194738	0.5
LOC101928373	-0.25317283	0.625	-0.07674233	0.907
LOC105376070	-0.12522267	0.625	-0.25657405	0.328
LOC101928525	0.08279895	0.625	-0.01919049	0.935
NKX6-2	0.09190423	0.625	0.06901886	0.753
ZNF649	-0.06576766	0.625	-0.1114825	0.477
TMX2-CTNND1	-0.03964536	0.625	0.00805852	0.931
ZNF81	0.05932241	0.625	0.10918296	0.301
MEA1	0.09539549	0.625	0.13742988	0.449
LOC102723313	-0.12223958	0.625	-0.18302329	0.432
ZNF202	0.06857336	0.625	0.06796707	0.71
NKAP	0.05019503	0.625	0.08345163	0.529
ENTPD3-AS1	-0.12566994	0.625	-0.24655484	0.402
RBM28	-0.07093144	0.625	-0.12126845	0.222
XPO7	0.04320588	0.625	0.02781236	0.829
LOC107984714	0.26042709	0.625		
LOC107987107	0.3298112	0.626	0.07430446	0.884
ZDHHC11B	-0.24870577	0.626	-0.41764619	0.462
DNAJA2	0.05924374	0.626	0.11442945	0.241
LYSMD1	-0.07214678	0.626	-0.18103454	0.209
CD47	0.06175206	0.626	0.17542917	0.265
CFAP210	-0.14689984	0.626	-0.22436824	0.57
MOAP1	0.06850409	0.626	0.06858926	0.707
RHOH	0.18101419	0.626	0.78382159	0.0524
PDK4-AS1	-0.19329781	0.626	-0.05903794	0.921
RPLP2	0.18243325	0.626	0.29343439	0.28
MRPL16	0.08136956	0.626	0.07321653	0.644
LOC105369632	0.28295999	0.626		
ITGAL	0.09945941	0.626	0.21862619	0.265
MIRLET7C	0.17684084	0.626	-0.42205454	0.381
IL4R	0.11545139	0.626	0.0432152	0.838
MAP3K3	0.06601771	0.626	0.12752074	0.47
DHCR24-DT	-0.17899217	0.626	-0.05392594	0.919
LOC101928047	-0.17995268	0.626	-0.18808976	0.599
LRIG2-DT	-0.11776361	0.626	-0.22107582	0.394
ATP5ME	0.14045573	0.626	0.17971284	0.487
GABARAPL1	0.08810837	0.626	0.18414492	0.324
TBC1D3H	-0.12018404	0.626	-0.22728291	0.326
LOC112268235	-0.15557016	0.626	-0.25149741	0.353
SLAMF9	0.2744841	0.626	0.76861925	0.232
LOC101929204	-0.10762514	0.626	-0.01168536	0.968
FRMD6	0.14499865	0.626	0.60287897	0.168
CRIP1	0.24673566	0.626	0.4042253	0.372
LINC02939	0.11144849	0.626	-0.0670756	0.744
LOC105373181	-0.20424399	0.626		
WDR5B-DT	-0.11457795	0.626	-0.07807701	0.768
MPO	0.49352119	0.626		
GNL3L	0.05789621	0.626	0.12839839	0.238
TRIR	0.08739702	0.627	0.06440347	0.673
CNTNAP3C	0.19654145	0.627	0.19140581	0.681
LOC110091776	-0.29060164	0.627	-0.0922002	0.878
LOC101927871	0.46673441	0.627	0.52469959	0.536
APOD	-0.8286141	0.627		
CIROP	-0.14870056	0.627	-0.13971858	0.682
ATG9A	0.07417173	0.627	0.07886432	0.707
LOC105370844	-0.13975939	0.627	-0.45093365	0.167
SATB1	-0.09326365	0.627	-0.34140636	0.0731
HEATR6	0.05508141	0.627	0.17963538	0.115
MOV10	0.05404829	0.627	0.1017411	0.435
POLR1B	-0.07193845	0.627	-0.09117746	0.574
PPP1R2B	0.17421428	0.627	0.28110709	0.49
LOC112268082	0.62895302	0.627		
SIK3	-0.09341877	0.627	-0.19794955	0.392
PRB4	0.26204667	0.627	0.18293563	0.795
SCAT2	-0.16043263	0.627	-0.07874585	0.86
POLE	-0.09882384	0.627	-0.27808528	0.223
FAM174B	0.11334281	0.627	0.12979027	0.572
TCF3	0.08072761	0.627	0.18458793	0.335
STXBP2	0.07231106	0.627	0.16459658	0.186
ZNF428	0.10706614	0.627	0.08851307	0.77
SLC38A2	-0.108689	0.627	0.17259244	0.568
ZNF433-AS1	0.10633275	0.627	0.31983042	0.156
SV2B	0.5293189	0.627	-0.54248144	0.519
CYP21A2	0.21540284	0.628	0.45025879	0.326
MTUS1-DT	-0.12127364	0.628	-0.08539794	0.792
TRABD	0.08937212	0.628	0.06407621	0.83
TMED6	0.21356035	0.628	0.22600991	0.568
EYA2-AS1	-0.44224325	0.628	-0.99421229	0.348
ZPLD2P	0.13761468	0.628	0.00986775	0.98
KDM4C	-0.05154662	0.628	-0.08756991	0.338
CCBE1	0.11614644	0.628	0.29001412	0.205
ZNF230-DT	-0.11022492	0.628	-0.1370636	0.59
UHRF1	0.24577686	0.628	0.87295213	0.0704
SAMD10	0.11588542	0.628	0.16601845	0.586
SLC9C1	0.45681679	0.628		
ADAM22	0.17622239	0.628	0.05453903	0.898
TM4SF4	0.11630977	0.628	0.28098569	0.179
CENPE	0.2038164	0.628	0.79978085	0.0207
AMPD2	-0.08423111	0.628	-0.1161849	0.616
MIR1244-2	0.15166449	0.628	0.33831512	0.182
LOC102724143	-0.14912739	0.628	-0.14597282	0.62
NAT2	-0.12387662	0.628	-0.12121985	0.691
LOC105379208	0.34355611	0.628		
PEX12	-0.04629905	0.628	-0.08188007	0.536
LOC105372261	0.17134573	0.628	-0.01134624	0.984
ZNF613	0.07549338	0.628	0.17539031	0.326
TNFAIP8L2	0.12867258	0.628	0.36565265	0.165
LOC105377286	-0.27141228	0.628	-0.23038141	0.728
HS6ST1	0.13784125	0.628	0.1739318	0.512
BRF2	0.06661913	0.628	0.17734632	0.465
LOC107984643	-0.09324529	0.628	-0.18216357	0.36
RAMP2-AS1	-0.18924549	0.628	-0.40709651	0.268
SMG5	0.12326889	0.629	0.02559332	0.943
TEX56P	-0.05823053	0.629	-0.16078208	0.506
LAMTOR4	0.10533253	0.629	0.23917459	0.194
CTNNAL1	0.10559675	0.629	0.09343691	0.632
PRF1	0.14498275	0.629	0.43686217	0.132
RYR3	-0.1177502	0.629	-0.32362338	0.126
BLOC1S6	0.05619444	0.629	0.12473156	0.349
IGFL3	0.58329072	0.629		
MTMR3	-0.06759382	0.629	-0.12928809	0.239
TRNE	0.25707832	0.629	0.20526793	0.661
LOC105377037	-0.15660171	0.629	-0.58757457	0.0676
LOC105377103	-0.10071263	0.629	-0.27148874	0.223
HCG15	-0.25882527	0.629		
NUDT8	0.25746089	0.629	0.0992848	0.882
NT5C3B	-0.10616356	0.629	-0.12444717	0.561
ZFP2	-0.12810486	0.629	-0.06815091	0.822
OTUB2	0.08862004	0.629	0.12210384	0.562
LOC102723382	-0.26927831	0.629	-0.45763463	0.459
CAPN10	0.08580805	0.629	0.22875767	0.294
TXNL1	0.06722996	0.629	0.06699128	0.585
ZNF697	0.07558748	0.629	0.1362968	0.26
CDV3	0.07681824	0.629	0.03505699	0.818
CEP135	0.08360445	0.629	0.350293	0.202
LIFR-AS1	-0.19421683	0.629	-0.58461113	0.0653
AHR	-0.1084545	0.629	-0.06073708	0.852
BORCS7-ASMT	-0.13406484	0.629	-0.07923302	0.829
LOC100289580	0.1545702	0.629	0.19942409	0.591
MYOCD	-0.52808848	0.629		
LOC107985090	0.30319397	0.629	0.20604397	0.785
IL12RB1	0.15852171	0.629	0.55950099	0.0808
TMEM191A	0.28741033	0.629	0.18976127	0.646
LOC107984198	-0.22473482	0.629	-0.45905774	0.351
GLUD1P2	-0.13606207	0.629	-0.40558672	0.267
RASSF1	0.08165376	0.629	0.28849289	0.106
SNORA86	0.09887015	0.629	0.49176752	0.0766
LOC105375668	-0.16629942	0.63	-0.15943725	0.665
PAIP2B	-0.12902537	0.63	-0.32471334	0.205
APOL1	0.10040261	0.63	0.17587116	0.492
ROR1	0.16439058	0.63	0.35686471	0.388
NUP42	0.06666193	0.63	0.11721943	0.191
MS4A14	-0.20246285	0.63	0.01707405	0.96
WDR38	0.16840907	0.63	0.27181697	0.389
MIR1287	0.37642492	0.63		
E2F1	0.32197984	0.63	1.03690288	0.119
TRIM16	-0.09243534	0.63	0.10085839	0.711
CPA3	0.47608551	0.63	0.19624242	0.821
ERAP2	-0.31661969	0.631	-0.02297454	0.977
CNPY2	0.09156637	0.631	0.16413081	0.357
MIR4312	-0.23151373	0.631		
TET1	-0.1326792	0.631	-0.18161744	0.552
LOC105374412	0.19801549	0.631	0.37322157	0.287
RFC3	-0.07150794	0.631	-0.09508946	0.433
GALC	0.09804267	0.631	0.17385321	0.443
SRL	-0.15709741	0.631	-0.25756795	0.489
LOC105372411	0.17658791	0.631	0.32932243	0.39
H2BC12L	0.16155807	0.631	0.5480746	0.0482
PIR-FIGF	0.10936134	0.631	0.27069834	0.222
TUT4	-0.06081909	0.631	-0.15498996	0.191
LOC107985779	0.60923731	0.631	0.37738867	0.812
LOC107985291	0.22210306	0.631		
HLA-F	0.15116505	0.631	0.40841608	0.163
SVIL2P	0.33483543	0.631		
POLD2	0.10083367	0.631	-0.01788363	0.964
PCAT1	-0.14956392	0.631	-0.13618033	0.722
SREK1IP1	-0.05679968	0.631	-0.05027872	0.791
TMEM72-AS1	0.26748942	0.631		
ATG10	-0.07820098	0.631	-0.04880122	0.838
CLSTN1	0.0920214	0.631	0.26046597	0.297
HSPE1-MOB4	0.08260052	0.631	0.15795648	0.481
FLNB	-0.07304051	0.631	-0.14553548	0.183
LOC100288123	-0.15739534	0.631	-0.44297434	0.14
OSBPL1A	0.13374681	0.632	0.19473792	0.498
LOC105378519	0.10080891	0.632	0.11860176	0.587
VNN2	0.13389118	0.632	0.56383597	0.126
LOC105379395	0.11674751	0.632	-0.01062189	0.972
CROCCP2	-0.14286903	0.632	-0.49045464	0.0811
FXR1	-0.08464231	0.632	-0.19322702	0.136
PCDHB14	-0.22671045	0.632	-0.08687275	0.844
POLR2J	0.12858294	0.632	0.14390524	0.559
TBC1D3F	-0.12755925	0.632	-0.23759882	0.444
UTP14A	0.05966323	0.632	0.21902874	0.15
SLC25A36	0.1381152	0.632	0.3167044	0.377
LOC105377889	0.20533046	0.632	0.11094867	0.824
ATOX1	0.16908128	0.633	0.29169862	0.235
GTF3C1	0.05401311	0.633	0.02914918	0.809
APMAP	0.08449636	0.633	-0.02032528	0.939
TULP3	-0.07121003	0.633	-0.10270396	0.601
LINC01595	0.55211158	0.633	1.22364066	0.188
POLR1F	0.06137571	0.633	0.14830633	0.239
LOC102723381	-0.11921779	0.633	-0.25852737	0.287
CYP2B7P	-0.34773183	0.633	-0.06270649	0.957
SEMA6A	-0.06166948	0.633	-0.1836928	0.209
LOC102723686	-0.24116623	0.633	-0.73821267	0.178
DIPK1A	0.09463902	0.633	0.09507504	0.698
SMIM19	-0.10853	0.633	-0.23975688	0.249
SLC46A3	0.09076521	0.633	0.07322569	0.817
THOC1	-0.04942108	0.633	-0.04088223	0.756
LOC107985736	-0.14866917	0.633	-0.38516665	0.186
NCSTN	0.0435434	0.633	0.1194541	0.318
LGALS8	0.07135968	0.633	0.05539258	0.671
MIR573	-0.21102673	0.633		
PMS2P9	-0.06784803	0.633	-0.05924428	0.764
WASHC2A	0.05348636	0.633	0.12622663	0.326
DDB1	0.06347535	0.633	0.09876173	0.489
PLCD1	0.07902519	0.633	0.10546032	0.647
LOC644634	0.16625014	0.633	0.38238558	0.253
PIK3C2B	0.10842223	0.633	0.02807066	0.92
MITD1	0.07173287	0.633	0.11458692	0.46
POU5F2	-0.07312696	0.633	-0.11357866	0.423
PGAP1	0.07495626	0.633	0.06568413	0.764
BCORP1	1.10028192	0.633		
MIR320D1	-0.26477932	0.634		
LOC105372435	-0.20378332	0.634		
LOC105374968	-0.13657312	0.634	-0.25992689	0.369
BMI1	0.05989601	0.634	0.08272756	0.533
KIF3A	0.09988763	0.634	0.41687743	0.1
PRDM4-AS1	-0.09319046	0.634	-0.00559639	0.983
DSN1	0.08663615	0.634	0.20335894	0.377
CPT2	0.09524288	0.634	0.25098731	0.287
TACC1	-0.08474784	0.634	0.06161355	0.812
CH25H	0.35380674	0.634	1.5151498	0.0564
RAB11B-AS1	-0.13198624	0.634	-0.14919982	0.613
SOCAR	0.21310097	0.634	0.87747932	0.115
CLRN1-AS1	-0.4493243	0.634	-0.29644747	0.803
AIMP1	0.04962574	0.634	0.06884087	0.486
BICD2	0.05583656	0.634	0.11371992	0.282
ZBED3-AS1	-0.19587868	0.634	-0.36219526	0.262
LOC107984293	-0.14049022	0.634	-0.20853499	0.563
KLRC2	0.23395433	0.635	1.02500726	0.0875
LOC105369246	-0.21639495	0.635	-0.29874256	0.627
ZBTB18	0.06974693	0.635	0.03197604	0.873
OVOS2	0.45733767	0.635		
PRR19	0.34683215	0.635		
ZNF786	0.09475394	0.635	0.24881829	0.129
MED7	0.05264219	0.635	0.10187992	0.452
BCL2L14	-0.13978464	0.635	-0.04422238	0.896
BET1-AS1	0.24911816	0.635		
ESPL1	0.34584795	0.635	0.61879682	0.353
H1-10-AS1	-0.13147171	0.635	-0.18043963	0.651
PRLR	-0.11224417	0.636	-0.3767755	0.0645
IGLV10-54	0.66387905	0.636		
ZNF652	-0.0545011	0.636	-0.14375995	0.125
CH507-9B2.8	0.22860091	0.636		
AHCTF1	-0.05568184	0.636	-0.13592668	0.238
PIM1	-0.1427418	0.636	-0.09045517	0.793
SEC14L1P1	-0.09906071	0.636	-0.14050583	0.509
LINC02912	0.26110904	0.636		
LOC112268095	-0.15526656	0.636	-0.32979614	0.295
GREP1	0.22715398	0.636		
MFNG	0.09617627	0.636	0.21854282	0.421
TCEAL3	0.13789991	0.636	0.36012106	0.396
B3GALT4	0.17967357	0.636	0.46248749	0.297
LINC02675	-0.1964868	0.636	-0.42770324	0.356
CAMTA1-DT	0.19833045	0.636		
ABCG5	-0.07658989	0.636	-0.15808372	0.514
PRPF40A	0.04978388	0.636	0.08348189	0.459
CHMP7	0.0495179	0.636	0.06590575	0.449
SNORD36A	-0.15715776	0.636	-0.00068929	0.999
ACAD8	0.05879689	0.636	0.02107547	0.913
PCBP2-OT1	-0.17711409	0.636	-0.20317944	0.645
NTN3	0.18077909	0.636	-0.35467252	0.387
CANT1	0.06863766	0.636	0.15847112	0.336
IPO5P1	-0.14018699	0.636	-0.4775831	0.0555
PCED1A	-0.05768713	0.636	-0.19020009	0.0589
TM9SF4	0.04759121	0.636	0.06669821	0.514
RHD	-0.25791293	0.636	-0.50222902	0.26
LOC101927369	-0.20248215	0.636	-0.13538471	0.833
LOC107985299	-0.29030859	0.636		
EPB41L1	0.40583781	0.636	0.2892383	0.728
LOC105379251	-0.152622	0.636	-0.0235745	0.958
VN1R1	-0.15008571	0.636	-0.34276278	0.215
TMPPE	0.0588814	0.636	0.09201629	0.616
ZFR	-0.05183212	0.636	-0.01639489	0.91
FEM1C	0.08355825	0.636	0.0865221	0.661
MIP	0.25175558	0.636	-0.05817574	0.939
ZWILCH	0.09511822	0.636	0.27008055	0.0977
LOC105371115	-0.18372688	0.636	-0.17588583	0.741
SLC6A2	0.63789793	0.636	-0.19720182	0.896
LOC102724951	-0.20791533	0.636	-0.63397395	0.0488
RIPK2-DT	0.08660324	0.636	0.02196576	0.914
LOC100130872	0.08830813	0.637	-0.16852028	0.415
TGFBR3	-0.10186414	0.637	-0.46827256	0.00313
TDRKH	0.17630514	0.637	0.10996359	0.8
CKS1B	0.10414903	0.637	0.20361793	0.429
C2orf74-DT	0.09680499	0.637	0.05986901	0.819
THUMPD3	0.0530601	0.637	0.08684608	0.494
LOC100128653	-0.16763256	0.637	0.11303619	0.795
GHET1	0.33067886	0.637		
ZNF32-AS2	0.11497323	0.637	0.23646552	0.342
LOC107984265	-0.17966705	0.637	-0.29354859	0.532
RPS6KB2	0.08341865	0.637	0.08544902	0.682
SNORA32	0.1460404	0.637	0.42404148	0.0859
NXPE2	-0.16738799	0.637	-0.17871568	0.616
EEF1DP3	0.1863193	0.637	0.12095281	0.791
CH507-42P11.6	0.34226566	0.637	0.74533334	0.321
LOC101929506	-0.1307328	0.637	-0.30099307	0.105
FBXW7	-0.06324262	0.637	-0.08042931	0.624
WHAMMP3	-0.07446911	0.637	-0.09424434	0.512
ZNF501	-0.13051922	0.637	-0.14050871	0.696
LNCSRLR	-0.14746339	0.637	-0.1959864	0.602
C8orf48	0.20666989	0.637	0.49237779	0.198
PVT1	0.21188032	0.637	0.80089799	0.106
RCBTB2	0.04700692	0.637	0.1468468	0.314
SPAG4	0.18549927	0.637	0.34068029	0.339
CCDC65	-0.13504457	0.637	0.1197031	0.756
LYG2	-0.12280117	0.637	-0.209935	0.427
LOC101928438	-0.17866879	0.637	-0.31706739	0.353
LOC101929289	0.18932011	0.637	0.03189045	0.943
ACOT4	0.11242943	0.638	0.13221623	0.695
PITRM1-AS1	0.07048303	0.638	0.1063825	0.341
USP51	-0.13733521	0.638	-0.22851684	0.342
NBPF26	0.10374924	0.638	0.14846701	0.562
MGAT1	0.05442046	0.638	0.0915173	0.639
DDX39B	0.03794255	0.638	0.0727596	0.446
NTN4	-0.10120643	0.638	-0.36467548	0.0344
LOC100422556	0.14858564	0.638	0.18754266	0.577
LOC107984859	0.33879625	0.638		
GGH	0.13903189	0.638	0.13437392	0.484
USF1	0.05296687	0.638	0.12083429	0.323
LOC105373552	0.18393183	0.638	0.26255095	0.558
LOC112268179	-0.15059404	0.638	-0.25167804	0.464
LOC100507053	-0.10441609	0.638	-0.17342535	0.68
DNAJC30	0.10297816	0.638	0.15969327	0.432
JCAD	0.11080154	0.638	0.5022059	0.192
ANO8	0.09821734	0.638	0.16886677	0.508
LYPLAL1-DT	0.22897091	0.638		
LINC01806	0.15700115	0.638	0.07818075	0.793
LINC02100	0.14282585	0.638	0.20199379	0.442
LOC102723728	0.10770621	0.638	0.16026846	0.394
TMEM81	-0.10444641	0.638	-0.19019579	0.422
ADAM17	0.04832034	0.638	0.13408364	0.239
HNRNPD	-0.06795621	0.638	-0.09887794	0.653
CCAT1	0.27796568	0.638	2.12639151	0.0072
LOC107986578	0.13732536	0.638	0.18423581	0.555
TENT4B	-0.08735961	0.638	-0.17788857	0.309
CLEC4GP1	-0.21560469	0.638	-0.38392046	0.495
SLC7A10	0.17706098	0.638	-0.12177531	0.774
DUSP18	0.13158443	0.638	0.36810739	0.2
STRIP1	0.05718228	0.638	0.03019862	0.826
ANKRD44	0.06958422	0.638	0.22914714	0.228
FAM13A	-0.08283015	0.638	-0.1861131	0.421
LOC100506207	-0.15132616	0.638	-0.18542123	0.592
BZW2	0.20508046	0.638	0.05352508	0.824
SNORD74	-0.15834624	0.639	-0.17479176	0.649
PYCR2	0.07371952	0.639	0.21019443	0.264
TP53I13	-0.09569491	0.639	-0.27587077	0.305
GSTT2B	0.45744601	0.639	0.05171048	0.958
LOC105374270	-0.26929922	0.639	-0.47171102	0.36
LOC102724945	0.54802032	0.639		
VAT1	0.07122076	0.639	0.20328381	0.169
USHBP1	-0.10773382	0.639	-0.11609444	0.668
RABAC1	0.14664899	0.639	0.3010247	0.325
TMEM238	0.21166748	0.639	0.32251009	0.547
EFCC1	0.13853645	0.64	0.05348628	0.915
AP1G2-AS1	-0.08269956	0.64	-0.10467973	0.563
MPP4	-0.14167306	0.64	-0.43959782	0.139
ARHGEF3	0.11143143	0.64	0.55674668	0.0698
SNORA14A	0.13007821	0.64	0.53224055	0.284
LOC101929343	-0.1191639	0.64	-0.10573983	0.742
MIR6757	-0.18246623	0.64		
PHLDB3	-0.08278081	0.64	-0.3161267	0.105
LOC112268014	-0.16238594	0.64	-0.5875613	0.0482
KCNMA1-AS2	-0.26033669	0.64		
LOC107986361	0.1785411	0.64	0.17831254	0.602
XYLT2	-0.07323408	0.64	-0.12575617	0.391
CCDC92	-0.06230751	0.64	-0.13842194	0.271
EIF2AK2	0.12109851	0.641	0.05699022	0.771
LOC107986080	0.2304817	0.641	0.58408625	0.179
RNASET2	0.08686746	0.641	0.20661123	0.265
SNX10	0.16940046	0.641	-0.04217914	0.927
SVIL	0.18444856	0.641	-0.06632286	0.69
PCNX4	0.04134493	0.641	0.06845501	0.63
RHPN2	0.07660458	0.641	0.07481865	0.757
CASP4LP	-0.17587816	0.641	-0.07616464	0.875
C19orf48	0.09121648	0.641	0.11525347	0.634
UBE2F-SCLY	0.0900393	0.641	0.07706887	0.699
COPS7B	0.0570855	0.641	0.11170262	0.45
CCDC126	-0.09259057	0.641	-0.11114992	0.612
LINC02788	-0.1040196	0.641	-0.35447244	0.153
TTC7A	0.11734746	0.641	0.34618214	0.183
H3P6	0.10260511	0.641	0.22356888	0.163
IL20RB-AS1	0.07968992	0.641	0.08462878	0.707
ADGRL3	-0.2542622	0.641	-0.53227371	0.198
CXXC5	0.07116658	0.641	0.09422379	0.63
CMKLR1	0.13762639	0.641	0.32214915	0.332
PITPNA-AS1	0.14665139	0.641	0.1417707	0.61
ZSWIM4	-0.14513001	0.641	0.21427629	0.691
TMEM47	-0.09000004	0.641	-0.08741427	0.687
SESN2	-0.07470659	0.641	-0.18664807	0.247
LINC02703	0.48118107	0.641		
MTHFSD	0.06008157	0.641	0.08653576	0.462
PLK4	0.16208174	0.641	0.53443625	0.111
CMC1	-0.04518195	0.642	-0.11679983	0.217
ZNF860	-0.15258157	0.642	0.13753785	0.731
RPS26	0.16967303	0.642	0.27643243	0.376
RP9	0.07003942	0.642	0.04858737	0.814
CHURC1-FNTB	0.07136583	0.642	0.07483344	0.555
UBXN4	0.04954342	0.642	0.05897232	0.635
OR2A4	-0.1761428	0.642	-0.16343333	0.718
PPT2	0.10781265	0.642	0.01807282	0.949
ADGRG3	0.21213056	0.642	0.90014269	0.0941
CNR1	-0.36006807	0.642		
MIG7	-0.23256088	0.642		
GTF2I	0.03405925	0.642	0.06635478	0.584
DMTF1	-0.05430865	0.642	-0.00093262	0.995
ADGRA2	0.10897369	0.642	0.48432911	0.195
CNTRL	-0.07539043	0.642	-0.10368443	0.452
LOC101927226	-0.17029769	0.642	-0.24257496	0.539
SKP1P2	0.17905755	0.642	0.28274584	0.341
LOC105370174	-0.10499998	0.642	-0.20212176	0.431
ADAM21P1	0.27600721	0.642		
LOC105370567	-0.08753819	0.642	-0.04192605	0.848
IGHG2	0.37904558	0.642	0.72440724	0.295
LOC107984826	-0.14647723	0.642	-0.28847946	0.421
LOC105371959	0.46198971	0.642		
LOC102725227	-0.1949152	0.642	-0.15669335	0.727
QTRT1	0.07093733	0.642	-0.01468648	0.953
ZNF818P	-0.17395199	0.642	-0.13027469	0.75
LILRB3	0.14415559	0.642	0.33786649	0.249
SERPINA7	0.12337083	0.642	0.20988339	0.316
APTX	0.04854046	0.643	0.1041247	0.398
LOC105378410	-0.12985104	0.643	-0.30879527	0.213
LOC101928419	0.1407257	0.643	0.63360862	0.0969
CRAT37	-0.18062424	0.643	-0.33147557	0.341
RNF24	0.07790675	0.643	0.27067952	0.289
CWC22	0.04143904	0.643	0.08972337	0.483
LOC105378035	-0.17219651	0.643	0.13735747	0.717
RSKR	-0.10369843	0.643	-0.18972531	0.182
OSBPL7	0.18131412	0.643	0.40751498	0.168
PRG4	0.18555626	0.643	-0.07629096	0.874
FUT10	-0.09485261	0.643	-0.22798094	0.14
MIR6843	-0.16637555	0.643	-0.48470784	0.0952
MTMR2	0.06192182	0.643	0.22619078	0.39
DLG1	-0.0341152	0.643	-0.0584541	0.591
P2RX6	-0.16567889	0.643	-0.56883377	0.157
LOC105376301	0.18223096	0.643	-0.10831513	0.845
IGLV3-10	0.4701193	0.643	1.4226015	0.067
LOC107985892	0.17318769	0.643	0.01489694	0.978
CAMK1	0.07245632	0.643	0.11000834	0.532
PAQR3	0.05688983	0.643	0.11152723	0.427
CAPS	-0.10265245	0.643	-0.22739808	0.424
RERE	-0.09169128	0.643	-0.13176339	0.602
ZMIZ2	0.08954818	0.643	0.07002424	0.765
CCL15-CCL14	0.1247413	0.643	0.14860354	0.628
MIR4729	-0.26929663	0.643		
ELP2	-0.04241378	0.643	-0.09783408	0.478
SLC44A5	-0.40494816	0.643	0.76940616	0.406
APEH	0.06373727	0.643	0.06020641	0.724
ZNF22-AS1	0.072163	0.643	0.01866672	0.919
MED1	0.04067079	0.643	0.02783697	0.847
LOC105372146	-0.11315289	0.643	-0.05928404	0.827
CHROMR	-0.07836511	0.643	-0.07324371	0.772
AAAS	0.05007103	0.643	0.07511578	0.645
TBX1	-0.28107721	0.644	-0.32634529	0.557
DENND1B	-0.05984304	0.644	-0.06630252	0.695
TRIM25	0.07242035	0.644	0.18323698	0.266
LOC102724200	0.06546674	0.644	0.10292967	0.451
LOC107986008	0.17921594	0.644	-0.17573546	0.527
PCYOX1L	0.1418199	0.644	0.62706092	0.0969
RBM22	0.0332255	0.644	0.10471327	0.203
BVES	-0.19916806	0.644	0.04913309	0.939
SMAD1	0.05642059	0.644	0.0097477	0.949
MT1DP	0.34083612	0.644	0.0556074	0.951
KCNJ10	0.1919418	0.644	0.12044039	0.819
MST1R	-0.29843288	0.644	0.19270186	0.839
LOC105371932	0.1443053	0.644	0.32975018	0.212
LOC105375912	0.15537686	0.644	0.1465311	0.652
BLOC1S1-RDH5	-0.11196749	0.644	-0.0015202	0.996
KRT17P5	-0.34271597	0.644	-0.3542544	0.69
CNIH4	0.08136349	0.644	0.10431105	0.612
LOC105376577	-0.08726389	0.644	-0.12809137	0.614
TMTC3	0.0666394	0.644	0.08652314	0.557
LOC105371372	-0.21109228	0.644	-0.42821384	0.422
MRPL43	-0.07308496	0.644	-0.0935166	0.564
ACSM6	-0.19783507	0.644	0.07134198	0.89
GFOD2	-0.07682602	0.644	-0.20536941	0.342
CCL18	-0.30608124	0.644	-0.56903844	0.461
LOC107986061	-0.178747	0.645	-0.06715621	0.878
TMEM129	0.07872509	0.645	0.07890093	0.811
PTGDS	0.35019633	0.645	0.80201767	0.353
LINC02718	-0.17663568	0.645	-0.18724603	0.517
CUX2	-0.33416447	0.645	-1.09433981	0.057
LOC105370091	0.53713916	0.645		
PRX	-0.11595017	0.645	-0.16486483	0.455
RPS21	0.17085714	0.645	0.30584936	0.273
DMAC2L	-0.04696654	0.645	-0.17239432	0.108
SLC19A3	0.11260023	0.645	-0.02249091	0.957
ZSCAN26	-0.06600113	0.645	0.0458433	0.773
SPTB	-0.09179015	0.645	-0.19005494	0.449
MXRA8	0.1375524	0.645	0.50965894	0.237
NCKAP5-AS2	-0.18201388	0.645	-0.42928257	0.428
SEC61G	0.13983081	0.645	0.35726295	0.161
CRYM-AS1	0.2948542	0.645		
VPS53	0.05796858	0.645	0.09918931	0.43
DBF4B	-0.14322292	0.645	-0.25466541	0.43
ZNF563	0.08891042	0.645	-0.03921733	0.876
PLCB1-IT1	-0.19182585	0.645	-0.16758896	0.714
GJA5	-0.27417804	0.645	-0.22247654	0.751
ATOH8	-0.17134175	0.645	-0.1583836	0.697
ZNF517	-0.09886678	0.645	-0.21138876	0.381
WDR13	0.07346665	0.645	0.25267511	0.131
SIRT3	-0.05233439	0.645	-0.14224705	0.392
SUCLG2	-0.07701728	0.645	-0.18357814	0.3
LOC101059949	-0.19976837	0.645	-0.0886654	0.884
STIM2-AS1	0.18719958	0.645	0.00723121	0.988
TRDMT1	0.09627322	0.645	0.14436557	0.675
SNORA1	0.14162354	0.645	-0.0895363	0.834
