Symbol	NAS 1	NAFLD_Stage_1_pvalue	NAS 2	NAFLD_Stage_2_pvalue	NAS 3	NAFLD_Stage_3_pvalue	NAS 4	NAFLD_Stage_4_pvalue	NAS 5	NAFLD_Stage_5_pvalue	NAS 6	NAFLD_Stage_6_pvalue
LINC00517	0.2827627	0.827	0.1728523	0.833	0.1230207	0.807	0.00010771	1.0	-0.3041691	0.541	-0.4187555	0.525
TBX2	0.1898741	0.827	0.2330982	0.474	0.0213933	0.969	0.21553227	0.641	0.1200521	0.816	0.2858076	0.526
ZBTB32	-0.2059008	0.827	0.0337567	0.956	-0.0219726	0.975	-0.02652811	0.968	-0.365803	0.351	-0.3624362	0.481
C1QTNF6	-0.1098882	0.827	-0.2626601	0.415	-0.1703785	0.58	-0.14057548	0.53	-0.1622986	0.423	-0.1611212	0.652
UBE2F	0.0835609	0.827	0.2120994	0.199	0.2306018	0.161	0.31777436	0.155	0.4757846	0.0132	0.4963383	0.0744
GSK3B-DT	0.1918561	0.827	-0.0771469	0.895	0.0346116	0.94	0.07432412	0.88	0.0407571	0.931	-0.0268526	0.947
LOC105377351	0.7940063	0.827	-0.1721654	0.964	-0.4148334	0.892	-0.45665586	0.863	-1.6810618	0.312	0.171725	0.942
MRPS17	0.088968	0.827	0.0678662	0.808	0.0640601	0.76	0.11458405	0.719	0.3120627	0.205	0.2570717	0.467
KLHL28	0.0690451	0.827	-0.055555	0.81	-0.0645432	0.691	-0.0723982	0.785	-0.0354839	0.856	-0.1101718	0.519
C15orf61	-0.1177633	0.827	-0.2223059	0.566	-0.1858529	0.629	-0.22393212	0.465	-0.1285017	0.609	-0.2214442	0.552
CFAP126	-0.1144775	0.827	-0.2515133	0.409	-0.1191711	0.795	-0.18291061	0.499	-0.3446871	0.111	-0.3210823	0.375
GATM	0.1308441	0.827	0.3573659	0.204	0.3680111	0.182	0.30640272	0.253	0.3906869	0.125	0.324032	0.447
ZNF736	0.1173907	0.827	0.1100244	0.665	0.2992702	0.367	0.20541289	0.36	0.2212859	0.156	0.4379492	0.291
PTGIS	0.2306212	0.827	0.14938	0.825	0.2677176	0.637	0.44635367	0.247	0.5076247	0.168	0.9540786	0.0705
SLC6A1	-0.1310326	0.827	-0.0415978	0.916	0.0045579	0.992	0.05473573	0.883	-0.110854	0.677	-0.2837601	0.722
MAGOH	-0.0981229	0.828	0.0464109	0.847	-0.0150799	0.959	0.02770249	0.916	0.195513	0.501	0.0836154	0.747
S1PR1-DT	-0.2584783	0.828	0.0009757	0.999	0.1160684	0.877	-0.17983035	0.767	0.029204	0.962	0.2679531	0.689
BCL2L11	0.1650104	0.828	0.3563265	0.36	0.4533348	0.283	0.41401738	0.223	0.1723723	0.563	0.2471794	0.593
FAM47E-STBD1	-0.1146429	0.828	-0.0582851	0.908	0.0252895	0.956	0.11746569	0.8	0.0996436	0.744	-0.0416891	0.926
NDUFS6	0.0801816	0.828	0.0115732	0.976	0.13714	0.491	0.01692873	0.959	0.2761069	0.376	0.1042064	0.827
PLK2	0.1980338	0.828	0.3198548	0.341	0.2758268	0.508	0.38529062	0.195	0.5144952	0.0314	0.6287823	0.107
LARP1	-0.0951576	0.828	-0.0205398	0.935	-0.0149265	0.947	0.06987849	0.783	-0.0842882	0.672	0.0568232	0.851
RAB23	-0.1011534	0.828	-0.0814981	0.786	-0.0796272	0.847	-0.05259188	0.828	0.0429493	0.868	0.070562	0.806
LOC107986868	-0.2047551	0.828	-0.1784838	0.84	0.0770099	0.922	-0.16666733	0.729	-0.279599	0.467	-0.4066296	0.425
TERF1	-0.0983244	0.828	-0.1410962	0.49	-0.1332863	0.521	-0.23359803	0.292	-0.065728	0.759	-0.0947148	0.666
LOC105376067	-0.4793274	0.828	-0.1699605	0.867	-0.160988	0.831	-0.21434719	0.767	-0.1712285	0.772	-0.1148085	0.917
HELLS	0.347525	0.828	-0.1493935	0.869	0.0631048	0.947	0.24868888	0.724	0.5375689	0.271	0.8317123	0.191
SNORA49	-0.2587587	0.828	0.3123417	0.594	0.385082	0.448	0.31762223	0.484	0.41665	0.512	0.2129338	0.609
MIR17HG	-0.1289517	0.828	-0.2141928	0.656	-0.2034495	0.475	-0.15293273	0.707	-0.2284785	0.327	-0.4526175	0.0423
F10	0.0899236	0.828	0.1461627	0.581	0.0843181	0.779	0.00353404	0.991	-0.0224208	0.927	-0.0912263	0.837
FLVCR2-AS1	-0.1732067	0.828	0.0605759	0.92	0.1868408	0.777	0.0234764	0.972	-0.0220225	0.967	0.0984214	0.851
HSP90AA1	0.1660407	0.828	-0.1526235	0.7	0.0354775	0.935	0.0082693	0.986	0.3024404	0.137	0.5302474	0.0707
PCAT29	0.3286149	0.828	-0.396517	0.671	-0.6132095	0.438	-0.79538136	0.23	-0.6572074	0.229	-0.6835588	0.59
ZNF423	0.2043011	0.828	0.5950868	0.361	0.1065467	0.813	0.36777789	0.288	0.207817	0.449	0.1203136	0.777
MRPL12	-0.1028362	0.828	0.015126	0.958	0.0658737	0.832	0.05758789	0.874	0.1984412	0.664	0.259138	0.635
MRO	0.1512077	0.828	0.053238	0.945	0.1156622	0.874	0.10081214	0.873	0.3964228	0.272	0.1693314	0.841
LINC00662	-0.145634	0.828	-0.0834025	0.825	-0.224922	0.345	-0.23556171	0.329	-0.2308297	0.28	-0.0491609	0.894
PLAGL2	-0.1683511	0.828	-0.2366264	0.561	-0.2441468	0.394	-0.04844152	0.923	-0.2600473	0.338	-0.1127034	0.775
PLCG1-AS1	-0.1584071	0.828	-0.1729625	0.578	-0.1503645	0.59	-0.16748029	0.565	-0.0037595	0.988	0.1265779	0.713
DONSON	0.0928023	0.828	-0.0503694	0.866	0.0766877	0.779	0.03559519	0.891	0.2998296	0.056	0.2915785	0.161
ATP11C	0.1353046	0.828	0.2844735	0.313	0.2326061	0.515	0.05764629	0.858	0.201516	0.386	0.017939	0.981
CDC34	0.0750486	0.828	0.2366021	0.146	0.1235566	0.588	0.1640284	0.568	0.2583644	0.283	0.1915073	0.55
FAM88C	-0.2280689	0.828	-0.6301145	0.192	-0.1345858	0.769	-0.18123055	0.668	-0.1718674	0.564	-0.5365903	0.222
AKR1C4	-0.0701777	0.828	-0.0152563	0.954	-0.1026543	0.727	-0.1505041	0.612	-0.0035841	0.992	-0.0936636	0.905
MT1H	-0.7697051	0.828	0.0928746	0.919	0.2793912	0.868	-0.73258358	0.601	-0.0686842	0.93	-0.6519759	0.688
LOC105374528	-0.2873808	0.828	-0.1482932	0.856	-0.315162	0.661	-0.652425	0.27	-0.5399907	0.253	-0.9253579	0.159
TSPAN9	0.09064	0.829	0.2057055	0.415	0.1761649	0.466	0.0756136	0.809	0.0140057	0.953	-0.1165175	0.765
LINC02889	-0.3093786	0.829	-0.1689504	0.807	-0.4990957	0.336	-0.43327167	0.466	-0.3316736	0.582	0.2339201	0.835
TNPO3	0.0749385	0.829	0.0744551	0.671	0.087744	0.512	0.10082099	0.458	0.0132169	0.948	0.0103233	0.966
DPYD-AS1	-0.1016784	0.829	-0.0824484	0.786	-0.1071534	0.74	-0.21514994	0.399	-0.4103601	0.131	-0.6169918	0.125
ADH4	-0.1267977	0.829	-0.0521512	0.896	-0.1285209	0.712	-0.25185609	0.493	-0.067688	0.76	-0.3144431	0.679
MCUR1	0.1077659	0.829	0.003233	0.994	0.0456131	0.881	0.03891407	0.884	0.2463457	0.187	0.1430894	0.631
ST6GALNAC2	0.2246096	0.829	0.1945753	0.807	0.0795065	0.906	0.28939647	0.606	0.1091657	0.796	0.3534721	0.484
EXOSC3	-0.0939263	0.829	-0.1227083	0.527	-0.1073558	0.472	-0.09672684	0.591	-0.0931447	0.523	-0.1878763	0.333
SYNE2	0.0790514	0.829	-0.051846	0.867	-0.092946	0.713	-0.24060682	0.184	-0.1931022	0.416	-0.1858448	0.576
RBBP4	0.0507907	0.829	-0.0274487	0.853	0.0619997	0.643	0.07401871	0.579	0.1431289	0.0835	0.1888525	0.209
KLHL41	0.2398979	0.829	0.05147	0.939	0.1345055	0.782	0.63027083	0.448	0.2823976	0.452	0.1009205	0.872
MTMR12	0.0451273	0.829	0.0798746	0.665	0.0418022	0.8	0.07728532	0.629	0.0041943	0.979	0.074438	0.601
UQCRQ	0.068424	0.829	0.157371	0.49	0.3427883	0.116	0.33226892	0.27	0.7235362	0.0754	0.6488078	0.181
HSPA12A	0.2057567	0.829	0.1923788	0.766	0.1412021	0.79	0.11423852	0.776	0.0589006	0.882	0.4597163	0.407
LCK	0.2796911	0.829	0.8982869	0.161	0.676167	0.21	0.66033275	0.14	0.8768304	0.0116	1.0434485	0.102
TAF1A-AS1	-0.3135312	0.829	-0.1577506	0.815	-0.3455583	0.365	-0.33884363	0.491	0.007255	0.985	-0.222558	0.683
LOC105373826	-0.1699555	0.829	0.2781555	0.478	-0.0168192	0.972	-0.00637211	0.991	-0.0114711	0.976	-0.0175239	0.978
GLI4	-0.1618801	0.829	-0.2378975	0.6	-0.1993115	0.51	-0.00956897	0.981	-0.2215863	0.447	-0.0929878	0.822
DGAT1	0.1840556	0.829	0.4560713	0.269	0.15654	0.761	0.12404019	0.79	0.1800672	0.563	0.2008621	0.747
LOC107984029	-0.2582468	0.829	-0.2347327	0.653	-0.3249615	0.491	-0.29200409	0.566	-0.4610817	0.134	-0.4330574	0.404
CHP1	-0.053702	0.829	-0.1709232	0.217	-0.1093993	0.642	-0.15668052	0.441	-0.1687335	0.383	-0.1134011	0.756
SLC10A3	0.1779916	0.829	0.3878787	0.197	0.3243497	0.167	0.38381421	0.234	0.3099463	0.118	0.5484214	0.186
CDHR2	0.3311721	0.829	1.3443745	0.0259	1.4004721	0.00887	1.20508384	0.0174	1.1130423	0.0569	1.1249567	0.1
ACY3	-0.1735992	0.829	-0.1773467	0.77	-0.322534	0.555	-0.38250097	0.258	-0.473152	0.0388	-0.3194241	0.649
FAM13B	0.0691332	0.83	0.1167886	0.391	0.0962083	0.618	0.07247191	0.708	0.13782	0.178	0.1804857	0.397
HINFP	0.0882997	0.83	0.0998187	0.734	0.1557049	0.309	0.03980413	0.874	0.0515856	0.742	-0.1177158	0.625
SPN	0.1463077	0.83	0.4712324	0.189	0.4029451	0.237	0.43560873	0.139	0.5151488	0.0487	0.6140835	0.0409
LOC107985119	-0.221607	0.83	-0.1921722	0.729	-0.241738	0.683	-0.03698388	0.953	-0.1547365	0.706	-0.2425343	0.787
ZNF578	-0.2727268	0.83	-0.2043262	0.703	-0.183637	0.683	-0.29968647	0.52	-0.3869252	0.211	-0.2505044	0.606
HMCN2	0.3314645	0.83	0.423619	0.55	-0.021443	0.985	-0.12399964	0.889	-0.2281879	0.671	-0.1937446	0.835
RASA2	-0.0854741	0.83	-0.0126409	0.965	-0.0990158	0.541	-0.05972814	0.809	-0.0552402	0.694	0.1125613	0.729
CDC40	-0.0675068	0.83	0.0072793	0.973	-0.0376485	0.849	-0.01210099	0.965	-0.0149197	0.931	-0.1025737	0.615
FAM221B	-0.2486752	0.83	-0.4479203	0.352	-0.5781443	0.219	-0.34148686	0.456	-0.4910364	0.211	-0.6619243	0.326
ETFBKMT	-0.1383347	0.83	-0.1815767	0.493	-0.1476981	0.636	-0.16122401	0.459	-0.2588138	0.22	-0.3497897	0.331
HSPB8	0.356273	0.83	0.3480992	0.685	0.254147	0.724	0.68481238	0.346	0.7819515	0.175	0.455564	0.439
ADPGK	0.0684185	0.83	0.0894445	0.559	0.0004304	0.998	0.0005839	0.998	-0.0458297	0.788	-0.1332938	0.59
LOC107984840	-0.2028649	0.83	-0.4364305	0.433	-0.5104543	0.156	-0.4780349	0.181	-0.6340693	0.0709	-0.8564468	0.114
ABCC3	0.0919037	0.83	-0.1323026	0.626	0.1126879	0.724	0.15544759	0.587	-0.0175132	0.953	0.2725856	0.206
PSMD8	0.1093683	0.83	0.0932546	0.754	0.1614289	0.372	0.1432704	0.627	0.3311735	0.174	0.2915671	0.467
LOC105372698	-0.3129964	0.83	-0.8102183	0.338	-0.8779651	0.196	-0.43957412	0.647	-0.8033721	0.271	-0.7162987	0.453
SMTN	0.1860958	0.83	-0.1161591	0.699	-0.0487078	0.896	-0.10271068	0.786	-0.2785425	0.22	-0.3850348	0.101
LOC105374739	-0.1503787	0.83	-0.3715287	0.14	-0.2209143	0.446	-0.39260943	0.093	-0.4722341	0.00754	-0.653435	0.0744
CTCF	0.0567306	0.831	0.0660195	0.572	0.0884367	0.429	0.0662734	0.495	0.0483794	0.667	0.1031888	0.331
SNORA17B	-0.2248862	0.831	-0.2525768	0.708	0.0639642	0.935	0.10667483	0.878	0.1999454	0.777	0.1392492	0.812
VCPKMT	0.0717389	0.831	0.0348726	0.896	0.1480384	0.502	0.09508913	0.566	0.1388433	0.367	0.0389346	0.878
TXNL1	-0.0616673	0.831	-0.1088469	0.518	-0.0472186	0.705	-0.03593538	0.856	0.1117259	0.506	0.1417869	0.63
EMC4	0.0815233	0.831	0.1399111	0.493	0.1759029	0.372	0.09737235	0.654	0.2575367	0.269	0.2352412	0.529
SYNE3	-0.2046253	0.831	-0.1875077	0.517	-0.089526	0.85	-0.23774909	0.404	-0.4985423	0.0552	-0.4031433	0.418
ZFPM1	0.2264511	0.831	0.1156152	0.852	0.0170679	0.978	0.26100792	0.67	0.1709658	0.702	0.3661755	0.618
LOC107985708	-0.252594	0.831	-0.4292099	0.476	-0.447152	0.37	-0.33237328	0.624	-0.631982	0.167	-1.0350935	0.019
DTWD2	0.1137174	0.831	-0.1623326	0.625	-0.0237451	0.944	0.06399216	0.813	0.130694	0.574	0.141306	0.621
RPLP2	-0.1137392	0.831	-0.0750439	0.83	0.0063715	0.984	-0.07777199	0.776	0.1057559	0.73	0.4232397	0.544
LOC107986477	0.2455377	0.831	0.2585616	0.646	0.2577125	0.592	0.2580935	0.626	0.1100248	0.833	0.4665867	0.351
LOC107986838	0.2403419	0.831	0.3724018	0.681	0.2298258	0.662	0.53041879	0.149	0.5117397	0.204	0.5629854	0.12
ZBTB10	-0.1207676	0.831	-0.0781057	0.87	-0.1112896	0.721	-0.20842893	0.492	-0.2399586	0.225	-0.3256443	0.15
JAK2	-0.1208285	0.831	0.0359138	0.898	-0.0455528	0.89	-0.03999885	0.896	0.007744	0.976	0.0219594	0.958
STX4	0.0743446	0.831	0.1438281	0.381	0.0940323	0.518	0.05654038	0.791	0.0557332	0.72	0.123841	0.488
C17orf107	-0.1880323	0.831	-0.3213162	0.523	-0.2699898	0.515	-0.30522978	0.404	-0.2430495	0.449	-0.3544607	0.448
CNTN3	-0.3215413	0.831	-0.2182812	0.78	-0.1669954	0.654	-0.02508532	0.952	-0.0645648	0.867	-0.3690861	0.189
ITGB8	0.6803221	0.831	-0.1928563	0.889	0.0828549	0.955	-0.07494348	0.941	-0.0456381	0.966	0.3089915	0.829
LOC105375245	-0.1875422	0.831	-0.2969657	0.403	-0.1648777	0.605	-0.35965075	0.249	-0.4718512	0.128	-0.5744962	0.257
RHBDL2	-0.2371007	0.831	-0.2283883	0.653	-0.0304051	0.973	-0.21886631	0.657	-0.1997879	0.644	0.0018369	0.998
TAF15	-0.1161347	0.832	-0.2531894	0.256	-0.2070397	0.262	-0.18991627	0.431	-0.1685138	0.39	0.0188339	0.955
ARMCX5	0.0962606	0.832	0.0341699	0.9	0.1061319	0.588	-0.01110827	0.968	0.0663888	0.665	-0.0078136	0.981
UQCC2	0.1639713	0.832	0.2443572	0.446	0.3598409	0.208	0.28448082	0.307	0.6061831	0.058	0.5068284	0.208
CTC1	0.1030714	0.832	0.1073387	0.699	0.1877148	0.3	0.19393333	0.363	0.0563765	0.795	0.1606173	0.544
ZNF407-AS1	-0.1041593	0.832	-0.1945077	0.413	-0.1518009	0.376	-0.20623099	0.301	-0.1983662	0.228	-0.2928026	0.14
ZNF780A	-0.0757671	0.832	-0.1396794	0.314	-0.1271463	0.292	-0.16504735	0.412	-0.2328781	0.0282	-0.2477116	0.0429
C11orf96	0.2665835	0.832	0.2868137	0.706	-0.0261828	0.968	0.18814192	0.752	0.3464449	0.474	0.8262317	0.242
NCOA6	-0.0868266	0.832	-0.1275673	0.459	-0.1296599	0.461	-0.05999106	0.81	-0.1413919	0.445	0.035319	0.901
DUSP7	0.1711056	0.832	0.3279634	0.152	0.1810627	0.54	0.26818959	0.415	0.2762817	0.223	0.432946	0.297
PARL	0.0725807	0.832	0.1329319	0.443	0.1577925	0.183	0.08867448	0.488	0.1786576	0.16	0.1968022	0.362
FIGNL1	0.1592079	0.832	0.1580644	0.681	0.1435969	0.595	0.16992512	0.489	0.1799887	0.408	0.3876751	0.237
ZNF706	-0.0807812	0.832	-0.1598602	0.467	-0.1342582	0.311	-0.17744103	0.266	0.0315614	0.911	0.0411701	0.878
LOC105379814	-0.4433904	0.832	-0.4833971	0.656	-0.3594969	0.694	-0.41504211	0.619	-0.0711421	0.923	0.0529871	0.969
MXRA7	-0.1666283	0.832	0.0800064	0.914	-0.0470323	0.955	0.12087617	0.822	0.1382407	0.722	0.0469217	0.938
ZNF221	-0.1476201	0.832	-0.0175504	0.97	-0.1873453	0.457	-0.15043987	0.58	-0.221959	0.297	-0.3071308	0.319
PTPRH	0.2024521	0.832	-0.4298877	0.42	-0.3716647	0.625	-0.28813426	0.465	-0.0769347	0.833	-0.0321017	0.945
DNAJB7	-0.1369258	0.832	-0.2994951	0.32	-0.2664604	0.464	-0.36246136	0.28	-0.404489	0.123	-0.594936	0.0738
POLM	-0.1010998	0.832	-0.0436288	0.843	0.0969534	0.691	-0.02180992	0.947	-0.1561803	0.353	0.0093842	0.983
APEX2	0.1131195	0.832	0.0711182	0.812	0.0594205	0.815	0.18768518	0.345	0.1593273	0.428	0.3210385	0.14
C2CD2L	0.1453087	0.832	0.1027166	0.779	0.0134606	0.97	0.19568148	0.456	0.1564901	0.431	0.2738871	0.235
RNF19B	0.1195177	0.832	-0.0078338	0.982	0.09723	0.66	0.17640158	0.334	0.0970034	0.588	0.1627227	0.498
LOC731075	0.1504946	0.832	-0.0777986	0.843	-0.0661037	0.845	0.04727012	0.891	-0.2105722	0.382	-0.2526855	0.54
PLEKHF2	-0.0818583	0.832	-0.1130093	0.587	-0.0845388	0.717	-0.02124265	0.951	0.04681	0.743	0.0569899	0.831
LOC105375741	-0.1705904	0.832	-0.082573	0.915	-0.4261589	0.284	-0.42518754	0.259	-0.7787458	0.00362	-0.8227143	0.0712
UBE2D1	0.1172679	0.832	0.2896295	0.72	0.0193205	0.981	-0.02266333	0.956	0.2398077	0.398	0.4611784	0.218
SLC18A2	0.0859427	0.832	0.0097188	0.983	0.0038738	0.99	0.0627573	0.797	0.0734985	0.742	0.0893191	0.806
BTG1	-0.1020161	0.832	-0.0110321	0.973	-0.0179319	0.95	0.09802564	0.681	0.0768549	0.792	0.2913698	0.194
CLDN10	0.604763	0.832	0.2971047	0.836	0.188507	0.886	0.26446824	0.79	0.3334155	0.729	0.3810155	0.774
GCH1	0.0749914	0.832	-0.2507191	0.431	-0.1542244	0.625	-0.26113862	0.394	-0.0923164	0.729	-0.3114795	0.396
LOC105372178	-0.3741001	0.832	-0.216041	0.818	-0.0224781	0.986	-0.56193762	0.405	-0.1824709	0.796	-1.1886779	0.15
IGKV3-20	0.382667	0.832	2.3468742	0.032	1.187508	0.125	1.36993435	0.155	2.1380193	0.0118	1.799111	0.00766
ASAP1-IT1	0.2133215	0.832	0.1971144	0.663	0.1828702	0.672	0.19199086	0.676	0.1121124	0.758	0.329911	0.427
SLC30A4	0.1380879	0.833	0.2306678	0.49	0.1636779	0.705	0.25084191	0.336	0.2372001	0.195	0.0937049	0.826
CXCR2	0.2236492	0.833	-0.0321717	0.974	0.3568537	0.647	0.22626959	0.76	0.4828425	0.321	0.4013654	0.627
ZNF518B	0.1053024	0.833	0.1232739	0.687	0.0619041	0.869	0.0400068	0.891	0.1131564	0.675	0.1306575	0.528
MBOAT2	0.1862015	0.833	0.0438658	0.936	0.1333097	0.747	0.13587718	0.662	0.1316166	0.613	0.2249987	0.661
TRAPPC3	0.0750737	0.833	0.138275	0.285	0.1934083	0.136	0.22740246	0.257	0.3823782	0.0476	0.4075612	0.0454
LOC107984952	-0.2515972	0.833	-0.4898182	0.36	-0.3832485	0.352	-0.1930748	0.658	0.009081	0.989	0.1567879	0.825
NEGR1	-0.4415171	0.833	-0.5202046	0.641	-0.8850436	0.342	-0.94692268	0.196	-1.4007992	0.00261	-1.5379833	0.066
NAXE	0.0963953	0.833	0.0709663	0.772	0.0923946	0.685	0.11651271	0.644	0.2775329	0.321	0.2173475	0.601
LOC107986422	0.1335784	0.833	0.0165872	0.969	-0.0966622	0.71	-0.08213666	0.769	-0.0663076	0.834	-0.2377149	0.473
MRPL14	0.1063058	0.833	0.1831091	0.269	0.1794739	0.29	0.18909341	0.311	0.4088138	0.275	0.3907538	0.402
H2AX	-0.3075327	0.833	-0.2407704	0.701	-0.3868227	0.434	-0.16805101	0.778	0.1568477	0.774	0.4414677	0.498
KCTD4	0.184261	0.833	0.1903417	0.705	0.2048549	0.649	0.31214294	0.345	0.2764884	0.402	0.0890892	0.873
ONECUT1	-0.1397377	0.833	-0.1488235	0.675	-0.1757017	0.532	-0.10859333	0.777	-0.2859675	0.127	-0.1057157	0.782
LOC729080	-0.2149642	0.833	-0.2981805	0.558	-0.2815615	0.575	-0.13176084	0.862	-0.2294078	0.658	-0.2790309	0.612
PGGT1B	0.0526694	0.833	0.0223249	0.903	-0.0557979	0.765	-0.0238448	0.912	0.0518012	0.746	-0.0043417	0.983
ZNF768	-0.0885494	0.833	0.0065435	0.987	-0.0138458	0.967	-0.02061455	0.95	-0.0395332	0.86	-0.1047091	0.761
MISP3	0.3066233	0.833	0.4934684	0.364	0.3871359	0.41	0.51431473	0.285	0.5050722	0.133	0.6445876	0.118
EFCAB10	0.1582669	0.833	0.0498711	0.915	0.0945826	0.797	0.15259989	0.635	0.1959813	0.407	0.3060063	0.297
RGS12	-0.1069489	0.833	0.0005379	0.999	-0.0189579	0.94	0.05716426	0.905	-0.1914745	0.496	0.0257988	0.954
LIPJ	-0.2145098	0.833	-0.2141354	0.625	-0.3485615	0.349	-0.35328462	0.34	-0.3830624	0.124	-0.4659457	0.191
ESR2	0.188203	0.833	-0.0117701	0.987	-0.131277	0.765	-0.22311649	0.501	-0.1065086	0.688	-0.072063	0.896
SLC25A47	0.2138575	0.833	0.2564228	0.558	-0.0412155	0.946	0.12961411	0.79	0.2358949	0.563	0.0566674	0.94
LOC102723564	-0.115096	0.833	0.1229401	0.738	0.0104764	0.975	0.04685091	0.913	-0.3658929	0.501	-0.3609548	0.612
LOC105370871	-0.2028558	0.833	-0.227337	0.664	-0.1157577	0.794	-0.13373873	0.744	-0.3430643	0.255	-0.3663298	0.361
ZNF747	-0.0813339	0.833	0.0191412	0.932	-0.0043227	0.987	0.05805189	0.829	0.0122844	0.946	-0.1396014	0.644
PIN1	0.0906738	0.833	0.0592405	0.825	0.1094495	0.595	0.13687854	0.634	0.2718928	0.366	0.2464743	0.554
ZNF765	-0.0759293	0.833	0.0618845	0.725	0.1374651	0.484	0.13957397	0.568	0.1245065	0.523	0.0845515	0.791
PLAC4	0.2833294	0.833	0.0431166	0.926	-0.0600292	0.927	0.11371646	0.818	-0.0138954	0.976	0.3174216	0.659
CASTOR2	0.1448648	0.833	0.3157981	0.319	0.1118366	0.791	0.36736307	0.174	0.2073533	0.338	0.7863503	0.209
RPS6KB2	0.0998788	0.833	0.1362301	0.49	0.1977427	0.272	0.12815177	0.65	0.205233	0.343	0.1619079	0.696
EMCN	0.1820594	0.833	0.2764583	0.604	0.1692969	0.7	0.26592038	0.519	0.1861379	0.539	0.3432188	0.571
PSME1	0.1019204	0.833	0.2384073	0.243	0.2656886	0.168	0.25830733	0.202	0.4213764	0.0362	0.3104304	0.279
LOC112268144	0.1729509	0.833	0.1062002	0.815	0.044484	0.913	0.15938187	0.634	-0.1060865	0.712	0.0414228	0.925
TMEM102	0.2169864	0.833	0.470057	0.189	0.3086902	0.342	0.60144962	0.162	0.4885601	0.131	0.4959224	0.207
ADRA2B	0.2393679	0.833	-0.0517208	0.939	-0.1691653	0.806	-0.01304803	0.986	-0.1871996	0.677	-0.3240785	0.669
NDUFB5	-0.0523925	0.833	-0.0355045	0.91	0.0029268	0.991	0.00386848	0.99	0.2180396	0.296	0.1764398	0.582
GINM1	0.0595821	0.833	0.0390759	0.825	0.0806629	0.602	0.06210653	0.761	0.2209407	0.122	0.2842604	0.0613
SDHAF2	-0.0853318	0.833	-0.0003475	0.999	0.0257712	0.898	0.01129047	0.964	0.1460459	0.55	0.0339771	0.92
LAMTOR1	0.0877312	0.833	0.1130606	0.577	0.2610361	0.127	0.24276093	0.265	0.4019282	0.123	0.4566942	0.139
PLA2G15	-0.1464703	0.833	0.0357919	0.939	-0.0184315	0.966	-0.20101939	0.422	-0.016005	0.953	-0.0623847	0.849
ARHGAP44	0.3481659	0.833	-0.0554015	0.939	0.0922215	0.877	0.04903222	0.91	-0.0610026	0.888	-0.0626064	0.927
AASDH	0.0783188	0.834	0.1026823	0.412	0.145929	0.341	0.11588398	0.394	0.1034898	0.526	-0.002048	0.994
LOC107986970	0.2601668	0.834	0.2548571	0.698	0.3211929	0.683	0.575257	0.407	0.0754548	0.902	0.3067564	0.584
COP1	-0.0497813	0.834	-0.0347097	0.776	0.0031323	0.986	-0.00199658	0.992	0.0508806	0.619	0.0467003	0.702
ACBD6	-0.0637414	0.834	-0.0189558	0.924	0.0077641	0.967	0.02069032	0.904	-0.0659584	0.567	-0.0239143	0.902
SMYD2	0.1199785	0.834	0.1802294	0.456	0.2717655	0.167	0.26904846	0.262	0.4657399	0.000152	0.4688162	0.0023
ZC3H15	0.0816043	0.834	-0.0077664	0.97	0.0292904	0.894	0.04989959	0.854	0.1899464	0.0848	0.1407556	0.445
NOA1	-0.075607	0.834	-0.0825428	0.658	-0.0864227	0.609	-0.17014531	0.346	-0.0502262	0.776	0.0554431	0.876
FRG1	0.0875484	0.834	0.0744205	0.718	0.1311771	0.523	0.05368619	0.838	0.2637022	0.104	0.1851493	0.378
LYRM7	0.0734711	0.834	0.0096235	0.979	-0.008244	0.978	-0.03204893	0.896	0.0200447	0.895	-0.0127146	0.96
HCG27	-0.2297185	0.834	-0.264609	0.44	-0.0484455	0.94	-0.40738656	0.363	-0.4419825	0.0509	-0.6836573	0.0368
FAM221A	-0.1725031	0.834	-0.2360954	0.615	-0.2134862	0.448	-0.4502902	0.206	-0.4416955	0.0472	-0.4204997	0.247
GCK	-0.2753581	0.834	1.1063924	0.138	1.153268	0.289	1.58792811	0.0975	1.2027729	0.185	1.2020004	0.41
LOC112268025	0.1476526	0.834	-0.086588	0.871	-0.0110909	0.979	0.13997826	0.722	-0.2339193	0.396	0.0231879	0.976
ENDOG	-0.1235434	0.834	-0.4972435	0.256	-0.3239013	0.275	-0.40513633	0.222	-0.3194556	0.117	-0.4483935	0.281
BMS1P2	-0.1489163	0.834	-0.0450819	0.942	0.0957219	0.832	-0.10295592	0.761	-0.2153993	0.446	-0.2858881	0.578
MRGPRF	-0.288471	0.834	-0.2404333	0.796	-0.2391315	0.839	0.10735359	0.912	0.0744854	0.937	0.207401	0.796
NDUFC2-KCTD14	-0.1086753	0.834	-0.1334407	0.597	-0.0577662	0.823	-0.15009246	0.466	0.1384537	0.75	0.0429193	0.945
TUBB1	-0.1923608	0.834	-0.1121717	0.759	-0.0988572	0.75	-0.19742045	0.566	-0.1720263	0.609	-0.3777401	0.296
PNPLA4	0.1262908	0.834	-0.1537775	0.721	0.0033281	0.995	-0.04643328	0.903	0.0436945	0.914	0.224307	0.649
CYP2A7	-0.2602129	0.834	-0.1715913	0.85	-0.6233633	0.323	-0.12260666	0.908	-0.6427488	0.101	-0.4165676	0.66
