Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
PIRT	-0.18282646	0.567	-0.2127432	0.80614	-0.74294439	0.0169	-1.2342463	0.0693
FAM72A	0.14357865	0.567	0.1828311	0.72735	0.10449099	0.707	0.291895	0.608
LOC112267973	0.23531909	0.567	0.5202332	0.48431	0.3326787	0.406	0.8784843	0.311
PARP10	-0.08200267	0.567	-0.1751711	0.46984	-0.408497	0.00121	-0.4931434	0.0899
SANBR	0.06692983	0.567	0.3084317	0.1169	0.2218836	0.0501	0.4597758	0.0364
P4HA3	-0.20233205	0.567	-0.6220606	0.29947	0.14094183	0.747	0.6289248	0.424
TAS2R20	0.12300692	0.567	0.1341358	0.78816	-0.10387572	0.634	0.1224404	0.849
CES1P2	0.12841503	0.567	0.0711312	0.90202	-0.10904633	0.605	-0.3518797	0.524
MKNK1	-0.04953628	0.567	-0.0805385	0.63237	-0.13367321	0.0792	-0.0864721	0.707
SH3PXD2A-AS1	0.17369429	0.567	-0.2199952	0.76044	-0.03726357	0.927	-0.233571	0.794
TBC1D8B	0.06907429	0.567	-0.0563278	0.82059	0.13101168	0.177	0.2055209	0.392
CP	-0.11976417	0.568	0.0277677	0.97252	-4.663e-05	1.0	-0.0024086	0.997
BST1	-0.1407848	0.568	0.3154527	0.5668	-0.05172361	0.854	0.0596615	0.925
PADI2	0.22386236	0.568	0.7640807	0.29162	0.79607046	0.0282	0.8276065	0.338
RCC1	0.1130471	0.568	0.1173067	0.68857	0.15470887	0.219	0.3265939	0.276
LOC101928669	-0.1570565	0.568	-0.0178685	0.98549	-0.39743657	0.095	-1.2611811	0.0173
GATM	0.08785516	0.568	-0.06299	0.90873	0.08626134	0.647	-0.2039166	0.618
WDR90	-0.10829041	0.568	-0.0547817	0.91583	-0.2660224	0.0804	-0.4645999	0.259
NLRC3	-0.07117449	0.568	-0.0043174	0.99274	-0.02997885	0.806	-0.1647448	0.487
MYO1C	0.07189674	0.568	0.0532171	0.88815	0.01801648	0.9	0.1951454	0.58
HSBP1L1	-0.08815949	0.568	-0.1268448	0.72877	0.18810088	0.319	-0.6904545	0.0487
SBNO2	-0.08042156	0.568	-0.1156277	0.74819	-0.10052859	0.503	-0.3437235	0.364
PDC	0.13402192	0.568	0.0745628	0.88295	-0.40331738	0.0413	-0.3125267	0.527
ICA1L	-0.10254736	0.568	-0.0199814	0.97867	-0.11754305	0.567	0.2211248	0.662
SLC16A8	0.19792038	0.568	-0.0182008	0.98655	0.02669479	0.939	-0.3750777	0.648
TF	-0.08380072	0.568	-0.0465784	0.90241	-0.10124499	0.634	-0.0904836	0.828
ZNF7	-0.04285286	0.568	-0.0744273	0.63888	-0.12952586	0.0572	-0.1636345	0.343
KLHL12	0.04059769	0.569	0.0577304	0.71939	-0.03991628	0.563	0.1231557	0.402
BMS1P4-AGAP5	-0.04253089	0.569	-0.0791092	0.56258	-0.21121158	0.026	-0.0846654	0.644
ATP6V0C	0.08393438	0.569	-0.0205277	0.96004	0.19486884	0.179	0.0961345	0.791
ONECUT2	0.10613859	0.569	-0.0485265	0.93304	0.03990976	0.836	-0.228575	0.561
TUBA1A	0.10852142	0.569	0.1815698	0.62327	0.39820196	0.0442	1.047896	0.00188
KIAA0319L	-0.0482281	0.569	-0.0702265	0.67137	-0.04453646	0.592	-0.0921847	0.663
RAB39A	0.17039853	0.569	0.4066342	0.40272	0.41807813	0.112	0.9628906	0.107
NRARP	-0.25073603	0.569	-0.3076475	0.78202	0.05881962	0.91	0.1723426	0.905
LOC107985221	-0.20848546	0.569	0.1156418	0.90591	-0.11192842	0.786	-0.2827149	0.779
CAMKMT	-0.0501596	0.569	-0.0569224	0.77391	-0.10973954	0.263	-0.0387129	0.867
FAR2P2	0.17242327	0.569	-0.4994716	0.4517	-0.23920775	0.333	-0.2981723	0.701
LINC01963	-0.13627616	0.569	-0.3191803	0.51664	-0.48502954	0.0275	0.0162881	0.986
LOC102724780	0.20115293	0.569	-0.0033856	0.99764	-0.31819582	0.281	0.7339708	0.344
LOC105378095	0.16354905	0.569	-0.0711867	0.93794	-0.31061809	0.301	0.1484323	0.86
REPIN1	-0.05604844	0.569	-0.1776408	0.28763	-0.10822558	0.293	-0.4408586	0.0387
SMIM19	-0.06409608	0.569	-0.0651486	0.81296	0.20437873	0.254	-0.1506754	0.611
CTSL	-0.08241137	0.569	0.1003459	0.79647	-0.19866509	0.183	-0.1892004	0.649
PAN2	-0.05082485	0.569	-0.1837862	0.13008	-0.34692658	0.00112	-0.3680349	0.0331
MIR4500HG	-0.48907947	0.569	0.2910591	0.90373	0.03485798	0.972	-1.7272481	0.363
LOC105370556	-0.09030402	0.569	-0.1179892	0.6881	-0.38530422	0.0168	-0.118803	0.761
NRDE2	-0.05328115	0.569	-0.0528323	0.82864	-0.12778365	0.113	-0.0844988	0.745
AQR	0.02831343	0.569	0.0878885	0.3422	8.919e-05	0.999	0.1159698	0.328
SPR	-0.06914926	0.569	-0.0798648	0.80432	0.00136799	0.993	0.0447502	0.903
KHDC4	-0.03781788	0.569	0.0388971	0.72115	-0.0888613	0.0671	0.0052034	0.976
LOC107986972	0.30911717	0.569	0.0080734	0.99642	-0.08083671	0.898	0.7658767	0.572
PCDHGA2	-0.17421545	0.57	-0.303323	0.68003	-0.00216726	0.996	-0.3977832	0.662
HULC	0.20633177	0.57	0.1607043	0.88494	0.72129877	0.038	0.6354862	0.479
TRPV4	0.14914152	0.57	0.0151783	0.98667	0.23788875	0.3	0.3822629	0.558
PKD1L3	-0.13710181	0.57	-0.0003474	0.99952	-0.2084542	0.37	-0.3118281	0.603
PCNX4	0.04289183	0.57	0.0035756	0.9913	0.05020158	0.454	0.2458303	0.161
LOC107986343	0.13640025	0.57	0.150437	0.76387	0.11401373	0.596	0.0129203	0.985
CXCL14	-0.13372209	0.57	0.0577752	0.91881	0.10468425	0.75	-0.4221534	0.335
SUPT16H	0.03092508	0.57	0.1392262	0.10301	-0.06426122	0.462	0.2695275	0.0105
TGFB3	-0.11500786	0.57	0.0883132	0.86636	0.44993889	0.053	1.1002496	0.0112
FDPS	0.24068918	0.57	-0.3015304	0.71203	0.29432775	0.445	-1.0833361	0.162
LOC105378085	-0.21727211	0.57	0.1285736	0.90704	-0.14183637	0.69	-0.0212387	0.986
RPL23P8	-0.14604581	0.57	-0.0792152	0.90537	0.02825325	0.917	-0.1089057	0.877
CCL21	0.26632024	0.57	0.6827914	0.34169	1.15020791	0.00127	1.5376399	0.0597
TBCK	0.03566719	0.57	0.0414355	0.78214	-0.0587913	0.369	0.1132187	0.485
AURKAIP1	-0.07433714	0.57	-0.1129379	0.70818	0.17405606	0.379	-0.6206718	0.0222
CCDC149	0.07482764	0.57	-0.2184636	0.21477	0.11471451	0.235	0.254734	0.276
GJB7	0.14549515	0.57	0.1835048	0.79236	-0.26114965	0.335	0.3532208	0.572
DNMBP-AS1	-0.08539152	0.57	-0.0026747	0.99583	-0.13839109	0.29	-0.3991809	0.247
KLRC1	0.21320985	0.57	0.6675261	0.27249	0.23916557	0.5	0.1817391	0.865
SLC25A23	-0.07279587	0.57	-0.1597247	0.49237	-0.05306185	0.729	-0.6731265	0.0029
PYGM	0.21595266	0.57	-0.0466485	0.95934	0.07597079	0.828	-0.3171699	0.653
MRPS11	0.05453795	0.57	-0.0379378	0.89712	0.12753729	0.308	0.0704402	0.809
ZNF667	0.23662745	0.57	-0.3423133	0.73747	-0.04788298	0.921	-0.0543582	0.971
TGIF2-RAB5IF	0.10438119	0.57	0.1177854	0.76683	0.51166789	0.00486	0.2932341	0.438
LBX2	-0.09905896	0.57	-0.2751338	0.2865	-0.22432071	0.149	-0.9695259	0.00277
LOC105371675	-0.18152464	0.57	-0.2431709	0.71265	-0.45706559	0.0955	-0.6233843	0.377
ANKRD17	0.03638417	0.571	-0.0730502	0.54919	-0.10229796	0.152	-0.086687	0.611
FBXL6	-0.09872855	0.571	-0.0363891	0.94708	-0.07662005	0.65	-0.3302728	0.427
TCAIM	0.05338903	0.571	0.0239348	0.94152	0.10261414	0.348	-0.1672944	0.544
ASAP2	-0.06893111	0.571	-0.0803158	0.79067	-0.14830928	0.197	0.0170146	0.965
UCK2	0.08049477	0.571	0.0742115	0.84924	0.08177005	0.579	0.0070305	0.991
PGAM4	0.09678361	0.571	0.0303338	0.95955	0.10108848	0.553	0.2545188	0.605
LSMEM1	-0.10586347	0.571	-0.1069793	0.82836	-0.53956479	0.00417	-0.1233076	0.837
AFG3L1P	0.06859578	0.572	0.1261568	0.62628	-0.18110316	0.194	0.1174269	0.74
SRGAP2D	0.10117864	0.572	-0.0573041	0.90202	0.04095708	0.825	0.4540801	0.179
C1orf53	0.12305897	0.572	-0.0994216	0.86725	0.46281216	0.0946	-0.2816416	0.616
MRPS17	0.07429592	0.572	0.0217464	0.94143	0.18632054	0.137	0.0735499	0.745
GTF2IP7	0.09028359	0.572	-0.0805997	0.83157	0.17949458	0.225	-0.4667747	0.166
ANKRD26	-0.07866682	0.572	-0.0693043	0.84456	-0.22106607	0.111	-0.2476406	0.475
FBXW7-AS1	-0.10079359	0.572	-0.0360059	0.94962	-0.08916935	0.641	0.1053938	0.843
INPP5D	0.08119804	0.572	0.213045	0.31214	0.26149655	0.0555	0.677073	0.000397
FCRL1	0.19617213	0.572	0.7953624	0.24028	0.19725281	0.571	0.4907339	0.52
CD44	0.13189649	0.572	0.2919673	0.46504	0.40352541	0.0563	1.0138236	0.0195
SAMD3	0.11504689	0.572	0.3626739	0.28557	0.26553936	0.124	0.5347587	0.148
LOC105370103	-0.15516045	0.572	-0.1346196	0.84839	-0.13938504	0.66	-0.8718106	0.215
CNOT10	0.03745249	0.572	0.0754857	0.57659	-0.01324479	0.861	0.1532126	0.33
MED4-AS1	-0.06149761	0.572	0.0557276	0.84352	0.30705595	0.0105	0.1924225	0.462
CXXC4	-0.15317845	0.573	-0.176154	0.74431	-0.27838469	0.285	-0.7116191	0.207
LOC107986193	0.14217909	0.573	-0.3904335	0.34169	-0.07694572	0.773	-0.3837028	0.51
KCNIP2	-0.12625746	0.573	-0.0492598	0.94515	-0.3821775	0.0874	-0.6149346	0.259
CREBZF	0.06314067	0.573	-0.0354547	0.91258	-0.13462619	0.19	-0.1863723	0.52
CEP120	-0.06108881	0.573	-0.058614	0.8496	-0.12357404	0.281	-0.0567324	0.881
HDC	-0.22085343	0.573	-0.0648614	0.96772	-0.13074143	0.802	0.0074232	0.995
GMEB1	0.04513213	0.573	0.0964982	0.52064	0.10767182	0.146	0.3265901	0.00891
PACC1	0.07062101	0.573	0.1878837	0.40839	0.26560417	0.0209	0.4748661	0.0387
ITPRID2	0.06036872	0.573	0.0170979	0.9637	-0.15368863	0.154	-0.2244713	0.385
LOC107986067	-0.17800414	0.573	-0.0876325	0.9167	-0.42121226	0.103	-0.7808628	0.233
PDCD11	-0.03769505	0.573	0.0396914	0.84575	-0.21790198	0.0132	0.0793628	0.681
DNAJC14	0.04062405	0.573	0.0323669	0.86646	-0.04884175	0.499	0.0754278	0.701
PGBD4	-0.05936794	0.573	0.091658	0.71631	-0.15799198	0.104	-0.2029648	0.389
ARL16	-0.13058013	0.573	-0.010113	0.9913	0.02447573	0.917	0.0966363	0.887
YBEY	-0.07809218	0.573	-0.1532936	0.59617	0.2515533	0.0236	-0.3534138	0.283
USP9X	0.04187499	0.573	0.0893941	0.51058	-0.04707173	0.581	-0.1091322	0.557
FAM247A	0.17481541	0.574	0.1640593	0.79336	0.4820317	0.0146	0.4194006	0.452
LOC643201	-0.19107441	0.574	0.0942741	0.93012	0.26871022	0.44	0.9630985	0.238
LOC100630923	-0.04714996	0.574	-0.0571285	0.79156	-0.142132	0.0671	0.0121352	0.965
TMEM208	-0.09434308	0.574	-0.038682	0.94125	0.11960119	0.502	-0.2636889	0.54
LOC105373975	-0.13441449	0.574	-0.0562888	0.92981	-0.11239034	0.58	-0.4116547	0.387
FIGNL2	-0.26112648	0.574	-0.3253008	0.78354	-0.29485601	0.476	-0.9267438	0.405
PGM5	-0.1002276	0.574	-0.1806381	0.5567	-0.3257783	0.0161	-0.3348489	0.352
PGD	0.12213525	0.574	0.048051	0.94332	0.42975964	0.0176	0.0873709	0.896
SNORD15A	-0.17096692	0.574	-0.19708	0.79673	-0.12421054	0.703	-0.2232965	0.78
CENPX	0.09820822	0.574	0.0547719	0.91428	0.15963566	0.47	-0.3902444	0.348
LOC107985233	0.22853905	0.574	0.0822403	0.93996	-0.35430705	0.272	-0.6417082	0.45
CACNA1D	0.0850345	0.574	-0.0531348	0.91697	-0.05665314	0.755	0.0870991	0.858
HERPUD2	0.05280819	0.574	-0.003879	0.98756	0.14335259	0.0274	0.1446094	0.415
DENND10	0.0695895	0.574	0.0033933	0.99323	0.08112295	0.514	-0.2930458	0.313
MRPL23	-0.08118999	0.574	-0.086164	0.7662	0.1924363	0.335	-0.6016298	0.00848
SPATA13	0.05421264	0.574	-0.0938011	0.71488	-0.15162242	0.104	-0.1986977	0.442
DSG2-AS1	-0.08339118	0.574	-0.0766586	0.82413	0.14579408	0.291	-0.0702747	0.849
GSS	0.05724861	0.574	0.0574404	0.82681	0.2224352	0.0283	0.2182664	0.377
EPM2AIP1	0.05128411	0.574	-0.0268855	0.90202	0.02781802	0.755	-0.073252	0.744
LOC105375896	0.17380289	0.574	0.4030388	0.33023	0.58931974	0.0187	0.4513985	0.416
RPP40	0.09101922	0.574	0.1489563	0.62185	0.18921278	0.156	0.1284874	0.737
IGLV2-11	-0.35036803	0.574	0.2350529	0.8769	0.5621425	0.3	0.9344849	0.503
PFKFB2	0.07724637	0.574	-0.0344229	0.97243	-0.18788659	0.448	0.19416	0.82
CD86	0.14643225	0.574	0.4223739	0.33464	0.40039806	0.109	1.0652343	0.0413
SCO1	0.04298788	0.575	0.0663568	0.62995	-0.09804725	0.174	-0.0535753	0.79
ZNF354B	0.06476804	0.575	0.025176	0.94001	-0.04807782	0.676	-0.0154874	0.968
LOC105377871	-0.14683814	0.575	-0.1265474	0.84281	-0.47361543	0.0236	-0.3081958	0.618
ZNF273	-0.12254991	0.575	-0.0369854	0.96061	0.03485611	0.877	0.3732608	0.489
VIM	0.12513519	0.575	0.2677377	0.49828	0.75182036	0.000615	1.1631273	0.00188
CELF3	-0.06268102	0.575	-0.1368294	0.486	0.16696505	0.147	-0.020724	0.95
LRRN2	0.1301227	0.575	-0.2170363	0.6691	0.06071775	0.808	0.4655473	0.339
C19orf67	-0.12207803	0.575	0.0268422	0.97109	-0.24827459	0.171	-0.0392517	0.949
ZNF155	-0.09465483	0.575	0.0194283	0.96974	-0.23285366	0.105	-0.0033915	0.995
TM2D2	0.04743035	0.575	-0.0085164	0.97828	0.11139831	0.181	0.1484514	0.472
IRAG2	-0.13749696	0.575	0.4199924	0.40839	0.02721107	0.931	0.611681	0.336
LOC100288162	-0.12251138	0.575	-0.2691777	0.53328	-0.34644137	0.0759	-1.1912918	0.0286
LOC105372821	0.2268533	0.575	-0.3829966	0.55677	-0.41963634	0.193	0.1468004	0.87
PRDX4	0.08723095	0.575	0.0363713	0.93612	0.39174765	0.0194	0.2609034	0.462
RAD54B	-0.08092296	0.575	-0.0525501	0.90362	-0.16721236	0.289	-0.1378849	0.756
ZBTB37	-0.0443513	0.575	-0.0362527	0.8395	-0.17829587	0.0207	-0.1661696	0.342
LOC107986170	0.07545327	0.575	0.0171951	0.96933	-0.084527	0.564	-0.1216113	0.726
ZMYM1	0.05358417	0.575	0.0638966	0.78202	0.05757501	0.553	0.1398245	0.605
C1orf115	-0.05675052	0.575	0.0459806	0.89088	-0.0927577	0.447	-0.4198065	0.0683
MIR4453HG	0.08765901	0.575	0.1087586	0.73844	0.05415026	0.722	0.1449003	0.734
TOMM5	0.09582182	0.575	0.0552803	0.9006	0.56952211	0.00262	0.2983432	0.428
KAZALD1	0.19004289	0.575	-0.2376911	0.76825	0.05914416	0.866	0.7592941	0.302
LOC107984340	0.05252424	0.575	-0.0668577	0.71665	0.01808815	0.866	-0.0349111	0.89
ITGB7	-0.13427808	0.575	-0.2669423	0.60808	-0.45903181	0.0225	-0.2903608	0.667
NUAK1	-0.07887889	0.575	-0.2417743	0.28557	-0.34199323	0.00527	-0.3685919	0.219
SPG11	0.02667888	0.575	0.0060042	0.97349	-0.07707199	0.26	0.1095176	0.314
RGS9	-0.26730465	0.575	-0.3619755	0.72227	0.41234928	0.334	0.4742032	0.71
CCM2L	-0.11590241	0.575	-0.063749	0.90196	0.21393841	0.202	-0.0860081	0.875
SHANK3	-0.10940803	0.575	-0.2810422	0.45378	-0.07110207	0.722	-1.0503295	0.0104
CRYZ	0.07463921	0.575	0.0153122	0.98145	0.28546222	0.00804	0.1766708	0.541
JHY	0.15748029	0.575	0.1487708	0.83454	0.55074833	0.0215	1.2443261	0.015
CSTF3	0.04410335	0.575	0.1748912	0.13889	0.12679818	0.0658	0.2977443	0.0651
ZDHHC3	0.03568468	0.575	-0.0088385	0.97177	0.08733061	0.159	-0.0088828	0.971
PHACTR2	0.06389777	0.575	0.1076628	0.67396	0.09385432	0.417	0.4007295	0.122
CATSPERG	-0.13706214	0.575	-0.0087473	0.99207	-0.35154658	0.0935	-0.5807603	0.294
LOC105373042	-0.16441232	0.575	-0.1858061	0.74418	-0.36473553	0.167	-0.9479225	0.101
TENT5A	0.083107	0.575	0.0329681	0.93737	-0.00429266	0.977	0.0636936	0.884
FSD1L	0.17567333	0.575	-0.2254548	0.76685	0.22256829	0.47	0.6381123	0.423
HNRNPH1	0.03644132	0.576	0.030753	0.84973	-0.28578198	0.00822	-0.0049894	0.984
LINC01140	0.15533875	0.576	-0.086182	0.90198	-0.07634685	0.741	0.2348249	0.706
HOXB2	-0.13977818	0.576	-0.2428856	0.64065	0.29069669	0.214	0.19067	0.765
ME2	0.09105039	0.576	0.2021771	0.56815	0.30341685	0.0466	0.5704278	0.12
LINC02027	-0.10751323	0.576	-0.0960201	0.87144	0.06952667	0.775	-0.4436993	0.392
PPP1R3B-DT	-0.11152075	0.576	-0.078843	0.88815	-0.14563251	0.468	-0.2776144	0.601
LINC02863	0.07551521	0.576	-0.1566902	0.50328	-0.14755579	0.288	-0.0773054	0.791
B4GALT1-AS1	-0.11479352	0.576	-0.3533314	0.25705	0.02791718	0.909	-0.5782752	0.185
ZDHHC12-DT	0.09081858	0.576	0.0735182	0.87919	0.13398526	0.446	-0.1132407	0.81
PFN1	0.06718095	0.576	-0.0197557	0.96387	0.20233587	0.182	0.1641341	0.639
LINC01473	-0.08082059	0.577	-0.0649905	0.8499	-0.10137519	0.478	-0.36201	0.254
DDX18	0.03974477	0.577	0.138741	0.20488	0.04661466	0.506	0.1583089	0.348
PRANCR	-0.09753958	0.577	0.0209392	0.97464	-0.08743128	0.667	-0.3698447	0.464
ZNF587	-0.06711717	0.577	-0.1329677	0.5627	-0.26034686	0.0184	-0.2235465	0.39
SPTB	-0.08460294	0.577	-0.0541393	0.88262	-0.17771033	0.194	-0.1903361	0.548
LOC105374535	-0.12505512	0.577	0.1238414	0.81409	-0.14693715	0.506	-0.2544709	0.66
UXS1	0.06865231	0.577	0.0796455	0.76205	0.45880908	8.47e-05	0.5590438	0.00206
ZCCHC17	-0.07370908	0.577	-0.0452623	0.91758	-0.02250066	0.893	0.1089502	0.802
MANBA	0.04450179	0.577	0.0967984	0.57945	0.09879445	0.244	0.1773221	0.405
COQ4	-0.05713743	0.577	-0.0756508	0.7632	0.06862363	0.613	-0.1001755	0.734
SHANK2-AS1	0.14306687	0.577	-0.0614731	0.93601	-0.00618603	0.984	-0.5749568	0.318
APC2	-0.11857731	0.577	0.0246048	0.96778	-0.08571899	0.643	-0.6221694	0.141
HSPBP1	-0.07692025	0.577	-0.2550102	0.25803	-0.23479899	0.0606	-0.4822667	0.108
SMC1B	0.15907994	0.577	0.3004955	0.60808	-0.01672964	0.957	0.5487611	0.35
LPIN1	0.15740738	0.577	-0.0509417	0.94045	-0.06116698	0.792	-0.4850693	0.306
LOC112268280	0.1489827	0.577	-0.3927917	0.3292	0.02287371	0.948	-0.1760079	0.791
S100A11	0.14515131	0.577	0.4311101	0.3378	0.98140484	0.00157	1.3595253	0.00669
WASH3P	-0.07440214	0.577	-0.1635906	0.52454	-0.12983071	0.301	-0.2253241	0.463
TPPP	0.12498143	0.577	-0.0379494	0.95699	-0.2777836	0.158	-0.7168923	0.0811
BMPR2	0.05164288	0.577	0.0747999	0.75705	0.21586779	0.0185	0.1668138	0.483
FAM162A	-0.08344444	0.577	0.0420442	0.91758	0.1131332	0.497	-0.2857454	0.316
SBSPON	0.10479064	0.577	0.0257948	0.96674	-0.12782887	0.485	1.0227175	0.00641
EVI2B	0.10119015	0.577	0.3012253	0.30489	0.48679183	0.0153	0.6641961	0.0604
LDLRAD4-AS1	-0.12996363	0.577	-0.0799036	0.91282	-0.40363955	0.0687	-0.5505274	0.349
HIP1R	0.08006161	0.578	0.0410618	0.92929	-0.11698951	0.429	0.1616553	0.708
DIRAS3	-0.18443115	0.578	-0.0804696	0.91923	-0.34894219	0.149	-0.9600628	0.0898
LOC105374090	-0.13757137	0.578	-0.0982882	0.87497	-0.13616954	0.598	-0.2427566	0.706
RIN2	-0.05821599	0.578	-0.0303457	0.91649	0.18382227	0.135	0.2532149	0.232
ALG6	0.05369981	0.578	0.1223437	0.61639	0.13399931	0.115	0.4121004	0.0517
CLDN4	-0.2537009	0.578	0.2783585	0.79897	0.36518884	0.35	1.5443421	0.0676
DCAF12	0.03609929	0.578	-0.0141304	0.94553	0.15063056	0.0126	0.129218	0.347
TRMT10B	-0.03864193	0.578	-0.0155401	0.92989	-0.2215078	0.012	-0.2528921	0.0443
LOC107985720	0.18385191	0.578	-0.2186936	0.7653	-0.42493561	0.116	-0.9646997	0.185
SRGAP2B	0.07240567	0.578	-0.013879	0.97663	0.02485499	0.865	0.3265197	0.254
LOC105377587	-0.1817628	0.578	-0.1963945	0.79009	-0.47130686	0.189	-0.4411149	0.567
RPP21	-0.0896938	0.578	-0.2340995	0.37712	0.34127777	0.162	-0.1242896	0.758
LOC105377887	-0.10083	0.578	-0.2285215	0.48432	-0.10354871	0.555	0.1530365	0.719
AGBL3	0.07369083	0.578	0.1021434	0.74231	0.23840963	0.0525	0.4051784	0.158
PKP2	0.08600864	0.578	-0.0531289	0.89088	-0.0720783	0.642	-0.1458668	0.718
WHAMMP1	0.09195067	0.578	-0.0612407	0.88295	-0.0024623	0.989	-0.1515311	0.714
LOC105378936	-0.11843868	0.579	-0.3884709	0.25916	-0.24603167	0.224	-0.6048493	0.14
LOC107984191	-0.15805227	0.579	-0.3615388	0.49053	-0.08201507	0.776	-0.4479146	0.52
CEP250	-0.06060356	0.579	0.0454492	0.8898	-0.56907255	4.92e-06	-0.200147	0.407
POLDIP3	-0.05058702	0.579	-0.0642383	0.75475	-0.04549524	0.594	0.0126354	0.967
SH3BP5-AS1	-0.05183152	0.579	-0.0245357	0.92237	-0.16970161	0.0537	-0.237939	0.197
PCDHB12	-0.16776076	0.579	-0.0493139	0.95801	0.1474438	0.637	0.2170023	0.748
CCN4	0.13864129	0.579	0.1954167	0.77979	0.99604938	0.00127	1.3719688	0.0121
ABHD3	-0.06609865	0.579	-0.1352692	0.48978	0.10691763	0.369	0.2092233	0.336
SLC10A7	0.05215165	0.579	-0.0519786	0.81587	-0.05093849	0.57	0.1792566	0.398
LINC02388	-0.23517888	0.579	0.2089625	0.85771	0.55931416	0.103	0.5008064	0.664
GPER1	-0.07875727	0.579	-0.3841737	0.06973	-0.24144174	0.191	-1.0416896	0.000139
PVT1	0.16883672	0.579	0.3512271	0.50917	0.93265179	0.000473	0.6291007	0.218
CENATAC-DT	-0.12539792	0.579	-0.0636712	0.91899	-0.24859095	0.208	-0.6421855	0.185
LRRC61	-0.10289802	0.579	-0.1553093	0.6302	-0.16216075	0.307	-0.5720202	0.0989
ZNF25	-0.0835007	0.579	-0.0287374	0.95776	-0.02105905	0.907	0.2100842	0.639
NUP188	0.04019355	0.579	0.0867564	0.55619	0.00451603	0.97	0.0022261	0.993
LOC107986985	0.08807445	0.579	-0.0017596	0.99733	-0.16268364	0.213	-0.4150897	0.197
KAT14	-0.04926255	0.579	-0.0389781	0.86642	-0.16662857	0.0757	-0.1268651	0.544
C5orf63	-0.10764619	0.58	-0.0321342	0.95985	0.0352924	0.858	0.35592	0.424
H2BC20P	0.12194361	0.58	-0.2910692	0.46496	-0.02724337	0.902	-0.165132	0.768
RNU6ATAC35P	-0.12367332	0.58	-0.0913688	0.87144	-0.77946521	0.000636	-0.3797007	0.457
MRNIP	0.08958237	0.58	0.079432	0.82413	0.27485538	0.0413	-0.1794603	0.53
CXCR5	-0.12592978	0.58	-0.3147657	0.5153	0.27344043	0.232	-0.558306	0.348
ZCCHC14	-0.08991179	0.58	-0.2814747	0.36042	-0.02941905	0.882	-0.7738281	0.0296
MEIOB	-0.11234491	0.58	-0.1475726	0.67224	-0.32423016	0.036	-1.0249805	0.00468
LINC01128	0.16331179	0.58	-0.0104756	0.9902	-0.24458195	0.247	-0.5563539	0.263
HCST	0.19106688	0.58	0.3892709	0.47271	0.87952411	0.00763	0.9340124	0.157
TERF2IP	0.03846414	0.58	0.0998265	0.41016	-0.05554835	0.374	0.0870876	0.614
IRF1	0.0835331	0.581	0.0788661	0.83906	0.02730527	0.87	0.4124061	0.286
ARHGEF6	-0.1083617	0.581	-0.0791859	0.89712	-0.09164409	0.67	0.250852	0.669
CNGA1	-0.14769557	0.581	-0.0380658	0.96669	0.07712661	0.762	-0.4492114	0.461
SHANK2-AS3	0.18651776	0.581	-0.6312532	0.26269	-0.0187684	0.966	-0.5661235	0.455
TNRC18	-0.09869311	0.581	-0.2374719	0.5007	-0.07835724	0.656	-0.644075	0.0974
PTAFR	0.12463644	0.582	0.3654773	0.29193	0.58635818	0.0201	0.9839496	0.0194
LNP1	-0.09822745	0.582	-0.1952501	0.60026	-0.18864858	0.289	-0.432298	0.249
C1orf220	-0.15012185	0.582	-0.2125893	0.70258	-0.51614613	0.0191	-0.8899172	0.065
UGT1A8	0.10682958	0.582	0.2006132	0.57718	0.09926244	0.52	0.0949475	0.841
TGFB2	-0.23118609	0.582	-0.1264613	0.92443	0.84447025	0.0682	2.4038328	0.00646
IRF2BP2	0.05720423	0.582	0.0129956	0.97205	0.31352848	0.00184	-0.0705786	0.794
CRY2	-0.07033447	0.582	-0.0739266	0.82657	-0.3517045	0.00368	-0.5285309	0.0236
RNF4	0.0397289	0.582	0.0368203	0.82391	0.03883931	0.549	0.1034598	0.53
MIF4GD-DT	-0.10987278	0.582	-0.12557	0.78314	-0.05686812	0.765	-0.3516264	0.446
TRPC4AP	-0.03688429	0.582	-0.0194354	0.91575	-0.09933462	0.0532	-0.0533775	0.772
HFE-AS1	-0.10599621	0.582	-0.0120298	0.98681	-0.00348602	0.988	0.0879932	0.881
ZYG11B	0.08617581	0.582	0.1033187	0.7932	-0.21330564	0.145	-0.252438	0.54
CDPF1	-0.07411855	0.582	0.0749657	0.80623	0.04864567	0.711	-0.3670403	0.166
YIPF1	0.06023973	0.582	0.0471913	0.89849	0.15152999	0.187	0.1728823	0.557
COA6-AS1	0.10029331	0.582	0.0396688	0.94143	0.19618871	0.361	-0.1143504	0.797
LAMC2	-0.2883525	0.582	0.2655109	0.82681	0.40206276	0.379	2.8360009	0.00216
MCCC1	-0.05738269	0.582	-0.0185319	0.95955	-0.10200871	0.35	-0.123126	0.688
MRPL32	0.06116597	0.582	0.0320342	0.91258	0.20156611	0.108	-0.0205912	0.951
CNNM2	-0.04417913	0.582	-0.0544078	0.7662	-0.19231693	0.0142	-0.2502357	0.133
