Symbol	Steatosis_1_vs_control	Steatosis_1_vs_control_pvalue	Steatosis_2_vs_control	Steatosis_2_vs_control_pvalue	Steatosis_3_vs_control	Steatosis_3_vs_control_pvalue
CCDC25	-0.0746994	0.692	-0.04774673	0.766	-0.02264997	0.914
PITPNM2-AS1	0.1592085	0.692	0.05058344	0.915	-0.15504047	0.73
LOC101929289	-0.1667405	0.692	-0.06064118	0.878	0.11234777	0.843
LOC105370743	0.2583058	0.692	0.43192133	0.448	0.3752929	0.586
SLC25A19	0.1208033	0.692	0.16482682	0.43	0.2217204	0.345
NR2C2AP	0.0873487	0.692	0.05734934	0.815	0.21884686	0.383
LOC105378721	0.077435	0.693	0.12192531	0.415	0.01806699	0.939
PPT2	0.1153269	0.693	0.14127414	0.497	0.14487932	0.586
SGK3	-0.0784899	0.693	-0.0791413	0.535	-0.05887477	0.711
RPL31P11	-0.2309746	0.693	-0.06191857		-0.12758584	0.81
LCK	0.2185677	0.693	0.13842112	0.755	0.44142017	0.366
SLC19A3	0.1241015	0.693	0.03290457	0.924	0.07297722	0.808
LOC112268035	-0.1588067	0.693	-0.10593202	0.735	-0.09285095	0.783
TET1	-0.1366989	0.693	-0.20590252	0.392	-0.42033507	0.054
SPX	-0.1330672	0.693	-0.2442065	0.412	-0.305957	0.333
CPPED1	0.0958198	0.693	0.1497943	0.37	0.24912911	0.141
MIR122	0.1270755	0.693	0.18397283	0.494	0.17019414	0.569
LOC112268250	-0.2888684	0.693	-0.01593947		0.05935812	0.944
LINC01595	0.5439739	0.693	0.79336369	0.444	0.48143359	0.491
USP51	-0.109366	0.693	0.05388585	0.889	-0.24223885	0.252
PDCL3P4	-0.1327643	0.693	-0.23038954	0.367	-0.33822893	0.156
EFCAB14-AS1	-0.0839598	0.693	-0.02483398	0.897	0.01815099	0.937
LOC105370411	0.3435183	0.693	-0.03264373	0.969	0.0083205	0.993
ZMYND15	-0.1185723	0.693	-0.00923269	0.978	0.01976731	0.955
MZF1-AS1	-0.0807212	0.693	-0.18602069	0.26	-0.09870087	0.682
SPATA18	0.2479183	0.693	-0.30929486	0.559	0.15719253	0.757
HAO2	-0.1004574	0.693	-0.15098834	0.677	-0.19689029	0.4
LOC105369312	-0.1902821	0.693	-0.41568621	0.16	-0.33124846	0.386
GMIP	0.1108947	0.693	0.17503169	0.538	0.26798463	0.206
BDNF	-0.1189228	0.693	-0.23063663	0.298	-0.31909049	0.134
LOC105370027	-0.166491	0.694	-0.14852344		-0.2039797	0.612
TRPC6	0.3794464	0.694	0.06415313			
PLEK2	-0.3755999	0.694	-0.74181151	0.232	-0.34691857	0.698
NIT2	0.0614356	0.694	0.12810139	0.454	0.16436351	0.3
PIK3CB	-0.082622	0.694	0.02279889	0.93	0.12866618	0.411
FBXW5	0.094218	0.694	0.07904368	0.606	0.17000224	0.398
LDHAL6A	-0.1080656	0.694	-0.18899442	0.442	-0.22175764	0.509
PAK1	0.0901507	0.694	0.21138081	0.204	0.19259298	0.207
SNORD5	-0.1349887	0.694	0.02775358	0.946	-0.02220636	0.959
ESD	0.05293	0.694	0.14257353	0.206	0.24061304	0.324
MIR4306	0.2108147	0.694	0.09104392		-0.00597082	0.993
RCAN3	-0.1160741	0.694	-0.01673794	0.954	0.02859135	0.903
LINC02863	0.073507	0.694	-0.03068319	0.901	0.08688663	0.804
LOC112267951	0.1613422	0.694	0.09198491	0.776	0.12990959	0.752
HSDL2-AS1	0.0938599	0.694	0.11423927	0.542	0.19245783	0.412
ZNF618	-0.1002563	0.694	-0.13143435	0.425	-0.09183051	0.773
ST6GALNAC4	0.1910734	0.694	0.15232927	0.703	0.25818557	0.492
ZFPL1	0.0681094	0.694	0.05942364	0.692	0.14503636	0.233
PDE1B	0.1430062	0.694	0.05522199	0.848	0.06233849	0.825
ZNF785	0.0766697	0.694	0.08205184	0.644	0.02187916	0.943
XAB2	-0.0631198	0.694	-0.15896845	0.22	-0.17929601	0.261
IER2	-0.0970247	0.694	-0.09443175	0.716	0.02266255	0.934
ZNF345	-0.0702753	0.694	-0.13963404	0.275	-0.13125318	0.424
MAGEE1	-0.2170813	0.694	-0.07209549		-0.1738086	0.753
PRELP	0.1829916	0.694	0.04637257	0.936	-0.01628575	0.976
H4C5	0.1124865	0.694	0.13502324	0.479	0.36936066	0.266
NCKAP5	-0.1215534	0.694	-0.16196947	0.496	-0.22962127	0.498
PISD	0.0497544	0.694	0.051669	0.667	0.09204243	0.405
ATAD3C	0.3425663	0.694	0.20248727	0.772	0.35378478	0.566
LOC102723543	-0.2691514	0.694	-0.28537962			
EPB41L4A-DT	0.2780433	0.694	0.07975666		0.33959395	0.573
SYNGAP1	0.1199717	0.694	0.13744217	0.593	0.16032475	0.637
SNRPC	0.0639938	0.694	0.17251094	0.214	0.32692334	0.323
DOCK8	0.1460654	0.694	0.12747326	0.668	0.19876226	0.51
VWF	0.2866762	0.694	-0.4021033	0.434	-0.46944154	0.406
LINC02381	-0.1918165	0.694	-0.31042839		-0.409858	0.459
MCOLN1	0.0969274	0.694	0.13686504	0.474	0.20793444	0.3
FAM20B	0.0465217	0.695	0.10657491	0.261	0.06175341	0.718
C1orf109	0.0701186	0.695	0.05276409	0.749	0.03116586	0.869
FRZB	-0.2525081	0.695	-0.36458853	0.501	-0.65029575	0.167
ADD1	0.0332105	0.695	-0.00195567	0.982	-0.05332673	0.725
PRICKLE4	0.0763506	0.695	-0.02464278	0.916	0.13505231	0.536
LOC107986707	-0.0676566	0.695	-0.18493665	0.285	-0.20531085	0.434
MACROD1	-0.140846	0.695	-0.22864971	0.354	-0.10686289	0.729
TRAPPC6B	0.06185	0.695	0.03800967	0.767	0.04070742	0.651
SNHG19	-0.1270615	0.695	0.033232	0.929	0.30528956	0.496
HS3ST2	-0.4054987	0.695	0.14755398	0.877	0.66215053	0.564
CEP57L1	-0.0748838	0.695	-0.06945531	0.699	-0.11082857	0.504
POLRMT	0.0961511	0.695	0.07829416	0.762	-0.01439168	0.961
LINC01169	0.2719898	0.695	0.2830313		0.16687025	0.833
ZNF784	0.1025186	0.695	-0.03490359	0.894	0.09324929	0.683
CMIP	-0.0876661	0.695	-0.08893065	0.636	-0.06101247	0.82
BCAR3	0.0685214	0.695	0.02557487	0.888	0.09233145	0.489
TTC31	0.0871805	0.695	-0.00311581	0.991	0.12809656	0.432
TRIM16	-0.087123	0.695	-0.10844742	0.643	-0.21840564	0.291
MMACHC	0.0578376	0.695	0.11454544	0.376	0.14317336	0.344
SOS1	-0.0434339	0.695	-0.01266781	0.929	-0.05121263	0.649
LINC02225	-0.3176085	0.695	-0.3605283	0.589	-0.40873291	0.538
SANBR	0.0777462	0.695	0.17616976	0.364	0.24182478	0.181
KRTCAP2	0.0611059	0.695	0.16283802	0.191	0.42457074	0.211
IQCC	-0.1020669	0.695	-0.18827936	0.3	-0.22611726	0.352
MED15	-0.0758818	0.695	-0.1662846	0.206	-0.09181222	0.651
SERINC3	-0.0452431	0.695	-0.01954651	0.819	-0.0797961	0.498
DENND10P1	0.0886515	0.695	0.16165555	0.366	0.17803174	0.338
ROR1	0.149343	0.696	0.11467688	0.803	-0.15697008	0.581
RIMS1	-0.5302522	0.696				
THTPA	0.0690226	0.696	0.01414601	0.943	-0.058682	0.705
ANKRD61	0.1031322	0.696	-0.02029512	0.942	-0.08312851	0.826
CCNG2	0.0878713	0.696	0.21897019	0.422	0.40801222	0.103
LOC107986526	-0.1258152	0.696	-0.26933528	0.228	-0.37709217	0.174
NMUR1	0.1384166	0.696	0.03764511	0.905	0.07200467	0.838
HSD17B6	0.075994	0.696	0.07147489	0.838	0.14202042	0.447
RNASEH2C	-0.0509759	0.696	0.01235241	0.931	0.19281637	0.487
PCDHB16	-0.1906826	0.696	-0.2495794	0.535	-0.26359312	0.64
PFDN4	0.1036957	0.696	0.18134083	0.499	0.44889609	0.151
TMED2-DT	-0.1006225	0.696	-0.15981462	0.398	-0.30240523	0.318
EAPP	0.0542051	0.696	0.05540787	0.543	0.20391581	0.32
MTA1-DT	0.1869869	0.696	0.04100315		0.14025061	0.764
TMEM9B-AS1	-0.146754	0.696	-0.08158521	0.815	-0.21630017	0.476
WDR81	-0.0783066	0.697	-0.15438009	0.203	-0.03807532	0.843
TTC38	-0.0675971	0.697	-0.10172475	0.652	-0.02677412	0.931
CFI	-0.0803643	0.697	-0.05537445	0.767	-0.07968835	0.645
ZNF333	-0.0645306	0.697	-0.09060499	0.458	-0.14210781	0.313
MAPRE3-AS1	-0.1408921	0.697	-0.3210581	0.301	-0.2143436	0.548
ZAP70	-0.1493896	0.697	-0.26526687	0.298	-0.0666922	0.875
APLNR	0.1441459	0.697	0.06879668	0.84	0.26918176	0.388
CCDC194	0.3124882	0.697	0.29904774			
SDHAF1	-0.0965007	0.697	-0.02505879	0.914	0.25178167	0.465
ZNF420	-0.0646233	0.697	-0.0465197	0.704	-0.10190508	0.373
HSD17B10	0.0918505	0.697	0.05409575	0.837	0.28785372	0.259
ZNF449	0.0615401	0.697	0.00877383	0.962	0.01988366	0.884
DDX17	-0.029762	0.697	-0.04455138	0.483	-0.09041133	0.506
SLC35D1	0.0684827	0.697	0.05791033	0.785	0.03380144	0.882
LOC105373973	-0.096789	0.697	-0.17869195	0.432	-0.29612409	0.241
ITPKA	-0.2634139	0.697	-0.06001963		0.164853	0.822
LOC107985361	0.1252385	0.697	0.05719409	0.861	0.1801269	0.696
TIGD4	-0.187125	0.697	-0.24794549		-0.52578375	0.213
SLC25A51	0.0661409	0.697	0.12224987	0.409	0.03990042	0.838
EEF1AKMT2	-0.0650314	0.697	-0.03905541	0.782	-0.06138176	0.699
STT3A	0.0617209	0.697	0.11484223	0.34	-0.0289453	0.837
WWOX	-0.0627777	0.697	-0.1117654	0.401	-0.08868254	0.487
SSR4	-0.0740086	0.697	0.0747497	0.678	0.37885835	0.387
IPO9	0.0338123	0.697	-0.0233994	0.802	0.00238624	0.989
LOC112268090	-0.2663157	0.697	-0.45309394	0.361	-0.95603093	0.0338
TECPR2	-0.0539214	0.697	-0.08384324	0.355	-0.14551478	0.289
ZNF763	0.1124537	0.697	0.12787534	0.568	0.12494196	0.724
AXDND1	0.3493746	0.697	0.2640461		0.56648579	0.402
CXCL1	0.3754265	0.697	0.12622004		0.79814869	0.177
NUDT12	-0.1140417	0.697	-0.04531947	0.797	-0.0721399	0.749
RPL17	-0.0716554	0.697	0.06981429	0.757	0.2328562	0.538
SPDYE13	-0.1346056	0.698	-0.1661797	0.522	-0.15291029	0.641
PRUNE2	0.1816091	0.698	0.24281004	0.599	0.04882116	0.892
ECRG4	-0.4754499	0.698				
ADSS2	-0.0730271	0.698	-0.01027776	0.954	-0.07439098	0.54
LOC107986367	-0.1590517	0.698	-0.0544032	0.891	-0.13463354	0.671
LOC101929314	-0.1291273	0.698	-0.07870176	0.788	-0.32019841	0.294
TTC3P1	-0.0900691	0.698	-0.08614362	0.623	-0.01140833	0.969
TRNP	-0.1713927	0.698	-0.22217253	0.475	0.53002188	0.347
IHO1	0.2486258	0.698	-0.06199502	0.932	0.21274709	0.738
PIK3CA	-0.0438884	0.698	-0.02179598	0.861	-0.04891799	0.513
LOC105376000	0.2029111	0.698	0.18340085		0.19050807	0.691
ABCC9	0.0957799	0.698	0.08224111	0.777	-0.04551044	0.86
GATD3	0.0637547	0.698	0.13184443	0.497	0.09734272	0.589
L3MBTL1	-0.0788617	0.698	-0.1717396	0.315	-0.12141323	0.669
EIF2AK3	0.1004225	0.698	0.16469595	0.46	0.14668793	0.496
TONSL	-0.0899686	0.698	-0.12646697	0.507	0.0550533	0.843
EPHX1	0.1111043	0.698	0.10271424	0.711	0.19505002	0.357
LOC107986820	-0.1306133	0.698	-0.15391954	0.458	-0.22517814	0.349
VWA8-AS1	-0.1538281	0.698	-0.50781254		-0.09019281	0.849
DLGAP4-AS1	-0.1417716	0.698	-0.19934826	0.535	-0.16125824	0.65
ADORA1	-0.3236356	0.698	-0.6614572			
SPIB	0.2607854	0.699	-0.0082714		-0.0926551	0.923
MKI67	0.2476333	0.699	0.67736728	0.175	0.84706092	0.134
LINC00886	-0.1564608	0.699	-0.21084569	0.58	-0.14637412	0.717
PBX2	0.0538534	0.699	0.03904254	0.761	0.05335364	0.743
FAM133B	0.0489335	0.699	0.01484982	0.92	-0.04528252	0.698
NAGPA-AS1	-0.175761	0.699	-0.11320913		-0.37086481	0.306
HJV	0.0879261	0.699	-0.03343728	0.928	0.0531238	0.751
IKBKE	0.1627255	0.699	0.19264449	0.526	0.30212152	0.295
STIMATE	-0.0621545	0.699	-0.05382828	0.764	-0.03956928	0.847
GCNT2	-0.0777997	0.699	-0.1020591	0.563	-0.15750578	0.323
LOC102723701	-0.09185	0.699	-0.1476283	0.516	-0.00061346	0.998
DIPK1B	0.098836	0.699	0.02480921	0.932	0.10745076	0.737
LOC101927830	-0.1037914	0.699	-0.11072275	0.586	-0.08456341	0.765
TNFRSF14	0.0696688	0.699	0.07095619	0.636	0.16692188	0.279
LOC101929710	-0.1503336	0.699	-0.25318775	0.463	-0.27386468	0.432
LOC105378095	0.1925621	0.699	0.01617654	0.977	0.01344633	0.972
RELA	0.0674996	0.699	0.09663187	0.506	0.04465241	0.824
SLCO2B1	-0.093573	0.699	-0.07959298	0.617	-0.15795471	0.286
SPAG17	0.0937761	0.699	-0.03723015	0.872	-0.02025044	0.949
BIRC6	-0.0388046	0.699	-0.04702235	0.736	-0.12802411	0.473
HEG1	0.1053665	0.699	0.12506898	0.678	0.11220926	0.546
HHIP-AS1	0.2175956	0.699	0.31445711	0.505	0.2640689	0.674
NCF1C	0.1847829	0.699	0.30119108	0.438	0.29816218	0.43
SAP25	0.1535709	0.699	0.03060278	0.941	0.13412045	0.772
ZNF85	0.1502078	0.699	0.1448746	0.693	0.08231509	0.794
LOC101927345	-0.1698059	0.699	-0.08045209	0.889	-0.06234668	0.916
PITPNB	-0.0955065	0.699	-0.01999678	0.93	-0.01473721	0.95
LOC107986714	0.1350166	0.699	0.11512248	0.743	0.0848274	0.877
LOC107984913	-0.1403561	0.699	-0.16833818	0.569	-0.25065377	0.448
FASTKD1	0.0941968	0.699	0.110958	0.599	-0.02393011	0.919
LOC100129203	0.1795256	0.699	0.09893019	0.798	0.17730275	0.629
RCAN1	-0.0895034	0.699	0.00999225	0.971	0.14081208	0.518
MIR4721	0.1024272	0.699	0.13746225	0.514	0.19059186	0.444
PPFIA1	0.0427597	0.699	-0.0167288	0.865	-0.03995124	0.863
LOC107984992	0.0870974	0.699	-0.04279433	0.86	-0.0198644	0.961
RNA18SN5	-0.240366	0.699	1.82061669	0.101	0.42616874	0.703
CEP120	-0.0669756	0.699	-0.10449762	0.434	-0.185141	0.206
TEX261	-0.0492068	0.7	0.01421985	0.928	0.06804415	0.687
IGHV1-2	0.5195243	0.7	0.29562373	0.783	0.06748498	0.961
TBC1D17	0.0759726	0.7	-0.00963036	0.96	0.0859555	0.571
ORAI1	0.0963673	0.7	0.04673336	0.883	0.18722966	0.524
IL10RB-DT	0.1182583	0.7	0.00462121	0.99	0.13083059	0.694
SLC5A11	-0.3205586	0.7	-0.36479826	0.562	-0.40263677	0.584
LOC107985230	0.1716392	0.7	0.21632494	0.61	0.11021736	0.817
LOC107984737	-0.2592701	0.7				
HLA-E	0.1007004	0.7	0.09900482	0.386	0.07915082	0.718
LOC101060179	0.1189435	0.7	-0.0985152	0.761	0.03407447	0.924
GLIPR1	0.0734823	0.7	0.1127332	0.457	0.10925111	0.478
RASSF1	0.0888707	0.7	0.15307205	0.289	0.26851342	0.175
COX7A1	0.2180225	0.7	0.39727287	0.411	0.47815708	0.396
LRP6	-0.0609944	0.701	-0.11008379	0.523	-0.08050064	0.76
FYB1	0.1489921	0.701	0.28058276	0.359	0.26589444	0.447
RNF25	0.0656023	0.701	0.17132854	0.168	0.19758698	0.278
TMCC1-DT	0.1116769	0.701	0.12160598	0.665	-0.03320401	0.927
MFN1	0.0392563	0.701	0.03455756	0.7	-0.03884239	0.758
LOC107984346	0.1501437	0.701	0.27230044	0.431	0.40669944	0.284
MIR4290HG	0.3443509	0.701				
LOC105373252	-0.1542494	0.701	-0.33066534		-0.24677203	0.555
MMP11	0.2853311	0.701	0.55900058		-0.02457074	0.974
RNF207-AS1	0.1826887	0.702	0.05747664	0.894	0.38817356	0.338
MFNG	0.1031429	0.702	0.17600148	0.282	0.23323005	0.408
LOC101927538	-0.1492582	0.702	-0.29501271	0.36	-0.27958405	0.439
NUP42	0.0649158	0.702	0.09452809	0.273	0.17801749	0.211
PKD1L1	-0.0891588	0.702	-0.12465343	0.392	-0.17193545	0.337
IDH1	0.0995139	0.702	0.13043406	0.535	0.13870709	0.433
MSANTD2-AS1	-0.1293174	0.702	-0.18455304	0.594	-0.16398843	0.65
PNKP	-0.0573419	0.702	-0.04964678	0.763	0.07658921	0.66
TEX52	-0.1922282	0.702	-0.25143296	0.56	-0.39978236	0.473
CACTIN	-0.0741092	0.702	-0.11806786	0.4	-0.10409058	0.53
PKIA	0.2136434	0.702	-0.07371331		-0.42635785	0.366
TNPO1	0.0487295	0.702	0.08528977	0.477	0.00510871	0.972
RPL23AP53	0.0779396	0.702	0.10248125	0.463	0.03156943	0.875
ACSL3-AS1	0.1923469	0.703	0.01493392	0.971	0.02832511	0.955
AVL9	0.0470317	0.703	0.04335789	0.531	0.02444517	0.834
PDE1A	0.1535236	0.703	0.1939643	0.699	-0.00402755	0.99
LOC107985675	-0.1250093	0.703	-0.30993547	0.239	-0.28884791	0.199
DUSP23	-0.0790719	0.703	0.02693841	0.92	0.38571528	0.369
LOC105374127	-0.2845337	0.703	-0.47634554	0.351	-0.77257621	0.19
SNORD95	0.2679796	0.703	0.31760311			
GOT1	-0.0976803	0.703	-0.02006024	0.96	-0.09068771	0.675
LOC606724	0.164205	0.703	0.1044374	0.772	0.3568664	0.378
MYLK3	-0.1678508	0.703	-0.17440463		-0.20692566	0.637
IGKV1D-12	0.3937758	0.703	0.09508437	0.92	0.08515061	0.938
GLCCI1	-0.0670727	0.703	-0.08863116	0.622	-0.05191002	0.786
MSRB3	0.3124744	0.703	-0.18701035	0.751	-0.5079716	0.175
LDHAL6B	0.1183189	0.703	0.08627566	0.78	0.12941042	0.748
CD300LG	0.3438878	0.703	-0.17492298		-0.02782547	0.975
LOC112268244	-0.1543704	0.703	-0.0887638	0.779	-0.12966714	0.768
NCR1	0.1999286	0.703	0.2548095	0.593	0.3665382	0.441
JOSD1	-0.0612644	0.703	0.01341086	0.951	-0.05680391	0.671
SPACA9	0.1153021	0.703	0.18727925	0.442	0.25067296	0.48
GOLGB1	0.0454542	0.703	0.01117751	0.935	-0.02924576	0.906
CLYBL-AS1	-0.141423	0.703	-0.11202591	0.669	-0.27486933	0.399
LOC554206	-0.177849	0.703	-0.33352717		-0.05470328	0.936
CELSR1	-0.1370741	0.703	-0.20745947	0.526	-0.13624333	0.695
GUSBP17	-0.151048	0.703	-0.0102008	0.984	-0.38759858	0.282
FAM99B	-0.1303222	0.703	-0.08095181	0.777	-0.19245576	0.473
ZNF174	0.068333	0.703	0.06287662	0.65	-9.446e-05	1.0
GIPC3	0.1151737	0.704	0.13160584	0.688	0.03585074	0.923
OCIAD2	-0.080565	0.704	0.1314914	0.519	0.54308771	0.142
C16orf95	0.1130027	0.704	0.12480486	0.66	0.31407311	0.403
SELENOS	0.071879	0.704	0.17469713	0.254	0.25651899	0.199
SLC4A7	0.1441564	0.704	0.01563114	0.97	-0.05544821	0.884
LINC01270	0.1565255	0.704	0.04663781	0.9	0.12499198	0.628
CRKL	0.0605647	0.704	0.03399471	0.747	0.05326799	0.734
AMPD1	0.3039521	0.704	0.3164399		0.70528707	0.364
CKS1B	0.0858149	0.704	0.20196478	0.249	0.38467314	0.156
MIR4742	-0.221705	0.704	-0.30071129			
LOC105373255	-0.1683287	0.704	-0.22153613	0.53	-0.08576711	0.874
COA5	-0.0414833	0.704	-0.0214266	0.851	0.11538675	0.593
UGT1A6	0.1307603	0.704	0.14470105	0.542	0.44209326	0.0892
LOC107986068	-0.2509231	0.704	-0.45038972		-0.56550199	0.431
PRSS44P	0.2527979	0.704	-0.00709611	0.987	-0.10541437	0.79
SREK1	-0.0439897	0.704	-0.05962237	0.576	-0.14221555	0.323
BRD2	-0.0375453	0.704	-0.05353475	0.58	-0.03234424	0.857
RBPMS-AS1	0.1443143	0.704	0.08640729	0.796	0.06766374	0.867
LOC105375691	-0.1574399	0.704	-0.04734224	0.927	-0.29224975	0.503
WDR11	0.0409035	0.704	0.065979	0.358	0.02936048	0.852
NTM	-0.3477172	0.704	-0.19988042		-0.180842	0.85
TMEM263	0.0901282	0.704	0.16700822	0.314	0.26846233	0.0926
TYRO3	0.1212032	0.704	0.07176621	0.796	-0.03581631	0.906
CCL16	0.1267684	0.704	0.00550495	0.991	0.17487298	0.714
PLCG1-AS1	-0.0792887	0.704	-0.01789403	0.946	-0.00348595	0.988
LOC107985690	-0.2681285	0.704	-0.14921015	0.795	-0.0589694	0.942
PTDSS1	-0.0560992	0.704	-0.0223345	0.88	-0.0566841	0.678
GPRC5A	-0.3630105	0.704	-0.90801653			
LONP2	-0.0722343	0.704	-0.0698542	0.709	-0.12912236	0.499
ZNF211	0.099711	0.704	0.03031696	0.894	-0.03673767	0.905
P2RY6	0.1664227	0.704	0.26209643	0.425	0.30661489	0.377
LRRC37A2	0.1521353	0.705	0.05612524	0.859	-0.09836591	0.788
LOC105378847	-0.1818586	0.705	-0.36315965		-0.06100808	0.913
MYCL	-0.1459991	0.705	-0.17010657	0.613	-0.22301373	0.371
LOC105379362	0.1667074	0.705	0.37575089	0.35	0.46764808	0.289
PCDHB12	0.1761699	0.705	-0.00462844	0.994	-0.18299112	0.688
ARSI	0.2302124	0.705	0.36947563		-0.01045149	0.99
MADD	0.0477525	0.705	-0.05135475	0.674	0.02144962	0.934
PRDM4-AS1	-0.0864052	0.705	-0.05817731	0.801	-0.1393438	0.618
HOOK2	-0.0785415	0.705	-0.08538521	0.692	-0.12684548	0.632
ZNF681	0.1759514	0.705	0.02924103	0.953	0.24899468	0.57
FRG1	0.0620485	0.705	0.10594648	0.304	0.15760052	0.374
LCIIAR	0.1688623	0.705	0.34487137	0.306	0.30959075	0.39
HAO2-IT1	-0.136047	0.705	-0.19923062	0.611	-0.32032832	0.231
KIF23	0.2244545	0.705	0.58922784	0.262	0.67772511	0.203
C1orf74	-0.0757966	0.705	-0.05914706	0.689	0.01682109	0.93
ARHGEF28	0.1629387	0.705	0.13621052	0.633	-0.04203329	0.916
FLJ43315	0.5585178	0.705	-0.19815229		0.46477702	0.728
ENG	0.0866759	0.705	0.18390968	0.493	0.3135321	0.252
ECSIT	-0.0696083	0.705	-0.11849763	0.425	-0.00080819	0.997
TSSK6	0.2028224	0.705	0.16068719		0.30825914	0.544
GPR143	-0.1438764	0.705	-0.19034024	0.565	-0.08200423	0.847
H3C2	0.248566	0.705	0.80086488	0.118	1.10973866	0.0598
MBD4	0.0782801	0.705	0.07648427	0.717	0.28827478	0.0936
TRIM41	0.0684731	0.705	-0.00923787	0.96	-0.02572104	0.879
A1BG	-0.1056777	0.705	-0.18313718	0.43	-0.20012686	0.233
PHF14	-0.0583777	0.705	-0.07373049	0.55	-0.13796682	0.249
TFDP1	0.0744959	0.705	0.08152383	0.571	0.03845071	0.834
LOC105371746	-0.2687277	0.705	-0.49968122	0.297	-0.24481132	0.714
UNK	-0.0521352	0.705	-0.08051259	0.503	-0.21959303	0.294
CLECL1P	0.243504	0.705	0.33275093	0.583	0.40032759	0.469
EFCAB5	-0.188458	0.705	-0.2920838			
GOLPH3	0.0672587	0.705	0.11100797	0.408	0.13102239	0.296
CADPS2	-0.0913613	0.705	-0.04504	0.823	-0.12332086	0.568
PRR5-ARHGAP8	-0.1213232	0.705	-0.13097554	0.673	0.03223766	0.934
SSTR1	-0.1085825	0.706	-0.04483124	0.918	0.03985514	0.879
LOC101927488	-0.2639723	0.706	-0.28474526			
FAM83H	-0.0972084	0.706	-0.04815528	0.796	-0.00076071	0.998
WWC3	0.0625743	0.706	0.07324539	0.575	0.06569346	0.619
LINC00539	-0.1695778	0.706	-0.22317373		-0.07736866	0.891
ATP2A1	0.1292021	0.706	0.01521988	0.98	-0.04921773	0.917
GTF3C3	-0.0399613	0.706	-0.02554306	0.796	-0.10998003	0.33
LOC105373138	-0.2206031	0.706	-0.28797837			
CUX2	-0.3397213	0.706	-0.2599589	0.747	-0.72274548	0.354
PDP1	0.1855953	0.706	0.06101532	0.871	0.00975048	0.976
EEF1B2	-0.0713367	0.706	-0.03048443	0.88	0.06778732	0.861
PTAR1	-0.061433	0.706	-0.03272696	0.769	-0.13509615	0.288
LOC107985423	0.1904916	0.706	0.39114783		0.44939569	0.284
IGHV3-72	0.3922537	0.706	0.34864899		0.06506227	0.945
TMEM214	0.0696865	0.706	0.13331568	0.339	0.1109088	0.466
SP5	0.1983669	0.706	-0.00438344	0.993	0.2490821	0.555
LOC105377499	0.2133804	0.706	0.38617292		0.09996955	0.882
ECSCR	0.1390017	0.706	0.08153113	0.816	0.18171736	0.613
FOXP4	-0.1179829	0.706	-0.00177639	0.995	0.09748232	0.797
C5orf63	-0.1105874	0.706	-0.1835831	0.342	-0.36948957	0.163
ADRA2B	-0.1753386	0.707	-0.39585683	0.275	-0.11415075	0.764
ATR	0.0564054	0.707	0.07014947	0.568	0.04035225	0.844
CCDC136	-0.2213703	0.707	-0.35801875		-0.3674865	0.454
C16orf46	0.1337524	0.707	0.11522117	0.657	0.19433425	0.434
AHI1	0.1085945	0.707	0.07159692	0.783	0.02268182	0.948
UST	0.124628	0.707	0.05198395	0.834	0.16614335	0.573
TMEM248	0.0485106	0.707	0.09802893	0.117	0.06743484	0.495
USP6NL	-0.0777787	0.707	-0.05317878	0.713	-0.15501759	0.32
GSEC	-0.198325	0.707	0.08156582		0.1487094	0.786
ARRB2	0.0820828	0.707	0.16617635	0.407	0.25420039	0.322
LOC101929141	0.293398	0.707	0.17274713	0.819	-0.1216369	0.897
LOC100287072	0.1809368	0.707	-0.00962445		-0.04758297	0.934
DENND6B	0.1176044	0.707	0.10234071	0.766	0.17786825	0.531
COX7A2	0.0731441	0.707	0.20176159	0.192	0.53662303	0.196
KIF13B	-0.0495035	0.707	-0.13655711	0.0283	-0.15787064	0.44
SCAMP2	0.0692675	0.707	0.1183442	0.378	0.20499812	0.165
FARSA	0.0811966	0.707	0.08019137	0.675	0.14428263	0.338
SECISBP2L	-0.0411087	0.707	-0.04821851	0.637	-0.09015682	0.427
MICB	0.1528871	0.707	0.27987707	0.296	0.38035254	0.223
USP46-DT	0.1101942	0.708	0.17122241	0.371	0.14592994	0.504
GEMIN2	0.0708218	0.708	0.07838363	0.644	0.0720881	0.698
EFCAB14	-0.0405287	0.708	-0.01642337	0.863	-0.01221256	0.9
NHSL1	-0.0755814	0.708	-0.12515649	0.549	-0.07786293	0.783
LOC102724723	0.1096267	0.708	0.02537833	0.94	-0.11829664	0.72
NLRX1	0.0712591	0.708	-0.0293728	0.881	0.05719565	0.726
LINC02606	0.1788582	0.708	0.5626482	0.24	0.79408339	0.167
ANK3	0.1202032	0.708	0.04849666	0.888	-0.17786334	0.471
HORMAD1	0.1937304	0.708	0.10532205	0.85	0.19228789	0.746
LOC112268073	-0.1867435	0.708	-0.56336681		-0.22143474	0.682
FOSL2	0.1151359	0.708	0.15459052	0.561	0.01959995	0.951
MPRIP	-0.0451065	0.709	-0.1341115	0.0887	-0.13458454	0.482
LOC105375183	-0.2948224	0.709	-0.85413397			
SETMAR	0.0473024	0.709	0.03869514	0.719	0.04666536	0.761
HSPB1	0.1538526	0.709	0.08876354	0.777	0.14447589	0.647
CHN1	0.1247334	0.709	0.21077186	0.339	0.06159686	0.856
